id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
24200;question;Que fait le chien en courant ?;il aboie gaiement;il reste silencieux;il a peur;il dort;24189;L
24201;question;Que fait Elias malgré les rafales ?;il maintient fermement la ficelle;il lâche le cerf-volant;il rentre tout de suite;il pleure;24189;L
24202;question;Que font les rafales au cerf-volant ?;elles le secouent;elles le font tomber;rien du tout;elles le déchirent;24189;L
24203;question;Comment Elias se sent-il en rentrant chez lui ?;très fier;déçu;fatigué et triste;indifférent;24189;L
24204;question;Qu'est-ce qui rend ce jour idéal pour un cerf-volant ?;le vent fort qui souffle;l'absence de vent;la pluie;la chaleur;24189;L
24205;question;Comment est le cerf-volant d'Elias ?;tout neuf;vieux et abîmé;emprunté à un ami;fait maison;24189;L
24206;question;"Que veut dire ""rafales"" dans le texte ?";des coups de vent soudains et forts;des vagues;des nuages noirs;des bruits forts;24189;V
24207;question;"Que veut dire ""exploit"" dans le texte ?";une réussite dont on est fier;un échec;une erreur;un accident;24189;V
24208;question;Pourquoi Elias tient-il si fermement la ficelle ?;pour que le vent ne lui arrache pas le cerf-volant;parce que la ficelle est fragile;pour impressionner sa soeur;parce qu'il a peur du chien;24189;I
24209;question;Qu'est-ce qui montre que la sortie est une réussite pour Elias ?;il rentre très fier de lui;il perd son cerf-volant à la fin;il pleure en rentrant;il ne veut plus jamais recommencer;24189;I
24210;passage;Greta accompagne son papi en forêt pour cueillir des champignons, un matin d'automne brumeux. Elle porte un panier en osier accroche à son bras. Papi lui explique comment reconnaître les bons champignons des mauvais. Sous un vieux chêne, Greta découvre un énorme cèpe cache dans les feuilles mortes. Un oiseau chante quelque part au-dessus d'eux pendant qu'ils avancent lentement entre les arbres. Greta ramasse aussi plusieurs châtaignes tombées au sol, encore dans leur bogue piquante. Au fil de la promenade, son panier devient de plus en plus lourd à porter. De retour à la maison, Greta est très fière de montrer sa récolte à toute la famille.;;;;;;
24211;question;Où Greta va-t-elle avec son papi ?;en forêt;au marche;au jardin;à la plage;24210;L
24212;question;Quand se passe cette sortie ?;un matin d'automne;un soir d'été;en plein hiver;au printemps;24210;L
24213;question;Comment est la matinée ?;brumeuse;ensoleillée;pluvieuse;venteuse;24210;L
24214;question;Que porte Greta ?;un panier en osier;un sac à dos;une boite en carton;un seau;24210;L
24215;question;Que lui explique papi ?;reconnaître les bons champignons;faire du feu;planter des arbres;pécher;24210;L
24216;question;Où Greta trouve-t-elle un énorme cèpe ?;sous un vieux chêne;près d'un ruisseau;dans l'herbe;sur un rocher;24210;L
24217;question;Où est caché le cèpe ?;dans les feuilles mortes;sous une pierre;dans un trou;en pleine vue;24210;L
24218;question;Qu'entend-on au-dessus d'eux ?;un oiseau qui chante;le vent qui souffle fort;une rivière;rien du tout;24210;L
24219;question;Comment avancent-ils dans la forêt ?;lentement entre les arbres;en courant;à vélo;en voiture;24210;L
24220;question;Que ramasse aussi Greta ?;des châtaignes;des noisettes;des glands;des champignons vénéneux;24210;L
24221;question;Où sont les châtaignes ?;tombées au sol dans leur bogue;encore dans l'arbre;dans le panier de papi;cachées sous des feuilles seulement;24210;L
24222;question;Comment est la bogue des châtaignes ?;piquante;toute lisse;molle;collante;24210;L
24223;question;Que devient le panier au fil de la promenade ?;de plus en plus lourd;de plus en plus léger;vide;casse;24210;L
24224;question;Que fait Greta en rentrant à la maison ?;elle montre sa récolte;elle cache le panier;elle jette les champignons;elle repart aussitôt;24210;L
24225;question;Comment Greta se sent-elle en montrant sa récolte ?;très fière;gênée;indifférente;déçue;24210;L
24226;question;À qui Greta montre-t-elle sa récolte ?;toute la famille;personne;seulement papi;ses amis;24210;L
24227;question;"Que veut dire ""brumeux"" dans le texte ?";couvert d'une légère brume;très ensoleillé;glacial;venteux;24210;V
24228;question;"Que veut dire ""récolte"" dans le texte ?";ce qu'on a ramassé ou cueilli;un repas complet;un jeu;une promenade;24210;V
24229;question;Pourquoi papi explique-t-il à Greta comment reconnaître les champignons ?;pour qu'elle ne ramasse pas de champignons dangereux;pour qu'elle apprenne à cuisiner;pour qu'elle devienne jardinière;pour l'occuper pendant la promenade;24210;I
24230;question;Qu'est-ce qui montre que la cueillette a été une réussite ?;le panier devient lourd et Greta est fière;Greta rentre les mains vides;papi est déçu du résultat;Greta ne trouve rien du tout;24210;I
24231;passage;Oskar se réveille un matin et découvre un épais tapis de neige blanche recouvrant le jardin. Tout excite, il enfile rapidement ses bottes fourrées et son gros bonnet de laine. Dehors, Oskar et son frère fabriquent des boules de neige bien compactes pour se les lancer. Ensuite, ils grimpent sur une petite pente et glissent en riant jusqu'en bas. Un merle rouge se pose sur une branche couverte de givre, juste au-dessus d'eux. Après un moment, Oskar sent ses mains devenir toutes rouges de froid malgré ses gants. Sa maman lui prépare alors un grand bol de chocolat chaud dès qu'il rentre. Oskar termine cette journée enneigée complètement ravi.;;;;;;
24232;question;Que découvre Oskar en se réveillant ?;un tapis de neige blanche;de la pluie;un jardin fleuri;du brouillard;24231;L
24233;question;Où se trouve la neige ?;dans le jardin;seulement sur la route;sur le toit uniquement;il n'y à pas de neige;24231;L
24234;question;Comment Oskar se sent-il en voyant la neige ?;tout excité;indifférent;en colère;fatigué;24231;L
24235;question;Que met Oskar avant de sortir ?;des bottes fourrées et un bonnet;un maillot de bain;des sandales;une casquette;24231;L
24236;question;Avec qui Oskar joue-t-il dehors ?;son frère;sa mamie;sa classe;son chien;24231;L
24237;question;Que fabriquent-ils ?;des boules de neige compactes;un igloo;un bonhomme de neige;un château de glace;24231;L
24238;question;Sur quoi grimpent-ils ensuite ?;une petite pente;un toit;un arbre;une échelle;24231;L
24239;question;Comment glissent-ils en bas de la pente ?;en riant;en pleurant;en silence;avec prudence et peur;24231;L
24240;question;Où se pose le merle rouge ?;sur une branche couverte de givre;sur la tête d'Oskar;sur le toit;sur la neige;24231;L
24241;question;Que ressent Oskar après un moment dehors ?;ses mains deviennent rouges de froid;il a très chaud;il a soif;il a sommeil;24231;L
24242;question;Que porte Oskar aux mains ?;des gants;rien du tout;des moufles en laine seulement dans le texte;des bottes;24231;L
24243;question;Que prépare la maman d'Oskar ?;un chocolat chaud;une soupe;un thé;un jus d'orange;24231;L
24244;question;Quand la maman prépare-t-elle le chocolat ?;dès qu'il rentre;avant qu'il sorte;le lendemain;elle ne le prépare pas;24231;L
24245;question;Comment Oskar termine-t-il sa journée ?;complètement ravi;très triste;fâche;malade;24231;L
24246;question;De quelle couleur est la neige ?;blanche;grise;bleue;jaune;24231;L
24247;question;Que font Oskar et son frère avec les boules de neige ?;ils se les lancent;ils les mangent;ils les cachent;ils les gardent au congélateur;24231;L
24248;question;"Que veut dire ""givre"" dans le texte ?";une fine couche de glace sur les branches;de la pluie fine;du sable blanc;de la brume épaisse;24231;V
24249;question;"Que veut dire ""compactes"" dans le texte ?";serrées et dures;molles et fondantes;toutes petites;invisibles;24231;V
24250;question;Pourquoi les mains d'Oskar deviennent-elles rouges ?;à cause du froid intense dehors;il s'est fait mal;il a trop serré les boules de neige;il a une allergie;24231;I
24251;question;Qu'est-ce qui montre qu'Oskar a passé une excellente journée ?;il termine la journée complètement ravi;il pleure en rentrant;il refuse de ressortir le lendemain;il se plaint tout du long;24231;I
24252;passage;Chiara fête son anniversaire à la maison, entourée de sa famille et de ses amis. Sa maman a préparé un énorme gâteau au chocolat décore de fraises fraîches. Chiara souffle ses huit bougies d'un seul coup, sous les applaudissements de tous. Ses amis lui offrent des cadeaux colorés, emballés dans du papier brillant. Dans le jardin, les enfants organisent une partie de cache-cache endiablée. Parmi ses cadeaux, Chiara découvre avec joie un livre qu'elle voulait depuis longtemps. Toute la soirée, on chante et on danse dans le salon. Chiara garde de cette journée un souvenir merveilleux.;;;;;;
24253;question;Où Chiara fête-t-elle son anniversaire ?;à la maison;au restaurant;à l'école;au parc;24252;L
24254;question;Qui entoure Chiara ce jour-là ?;sa famille et ses amis;seulement ses parents;sa classe entière;personne, elle est seule;24252;L
24255;question;Quel gâteau a préparé la maman de Chiara ?;un gâteau au chocolat;un gâteau aux fraises;une tarte aux pommes;des cookies;24252;L
24256;question;Comment est décoré le gâteau ?;avec des fraises fraîches;avec des bonbons;avec des bougies seulement;il n'est pas décore;24252;L
24257;question;Combien de bougies Chiara souffle-t-elle ?;huit;six;dix;sept;24252;L
24258;question;Comment Chiara souffle-t-elle les bougies ?;d'un seul coup;en plusieurs fois;elle n'y arrive pas;avec l'aide de sa maman;24252;L
24259;question;Que se passe-t-il quand elle souffle les bougies ?;tout le monde applaudit;tout le monde reste silencieux;les lumières s'éteignent;on chante d'abord;24252;L
24260;question;Que lui offrent ses amis ?;des cadeaux colorés;des fleurs;des bonbons;de l'argent;24252;L
24261;question;Comment sont emballés les cadeaux ?;dans du papier brillant;dans un sac en tissu;ils ne sont pas emballés;dans une boite en bois;24252;L
24262;question;Où les enfants jouent-ils à caché-cache ?;dans le jardin;dans le salon;à l'école;au parc;24252;L
24263;question;Comment est la partie de cache-cache ?;endiablée;très calme;ennuyeuse;courte;24252;L
24264;question;Que découvre Chiara parmi ses cadeaux ?;un livre qu'elle voulait;un jouet électronique;des vêtements;un animal;24252;L
24265;question;Depuis quand Chiara voulait-elle ce livre ?;depuis longtemps;depuis la veille;elle ne le voulait pas vraiment;elle ne le connaissait pas;24252;L
24266;question;Que fait-on toute la soirée ?;on chante et on danse;on regarde un film;on dort tôt;on range la maison;24252;L
24267;question;Où chante-t-on et danse-t-on ?;dans le salon;dans le jardin;dans la cuisine;dehors dans la rue;24252;L
24268;question;Quel souvenir Chiara garde-t-elle de cette journée ?;un souvenir merveilleux;un souvenir moyen;aucun souvenir particulier;un souvenir un peu triste;24252;L
24269;question;"Que veut dire ""endiablée"" dans le texte ?";très animée et joyeuse;très calme et silencieuse;dangereuse;ennuyeuse;24252;V
24270;question;"Que veut dire ""entourée"" dans le texte ?";accompagnée de personnes autour d'elle;seule dans une pièce;loin de tous;cachée quelque part;24252;V
24271;question;Pourquoi tout le monde applaudit-il quand Chiara souffle les bougies ?;c'est une façon de féliciter et célébrer avec elle;elle a gagné un jeu;elle a fait une erreur amusante;c'est la fin de la fête;24252;I
24272;question;Qu'est-ce qui montre que cette fête à beaucoup plu à Chiara ?;elle garde un souvenir merveilleux de cette journée;elle oublie vite cette journée;elle est pressée que ça se termine;elle préfère ses anniversaires précédents;24252;I
24273;passage;Chaque mercredi, Liam se rend à la bibliothèque du quartier avec sa maman. Ce jour-là, il cherche activement un livre passionnant sur les dinosaures. La bibliothécaire, très serviable, l'aide à trouver plusieurs ouvrages illustrés sur ce thème. Liam s'installe confortablement dans un grand fauteuil près de la fenêtre pour commencer sa lecture. Il plonge dans une histoire de dragons pleine d'aventures et de rebondissements. Non loin de lui, un autre garçon lit tranquillement une bande dessinée. Avant de repartir, Liam choisit trois livres qu'il emporte chez lui avec impatience. Il a déjà hâte de retrouver son fauteuil favori pour continuer sa lecture.;;;;;;
24274;question;Quel jour Liam va-t-il à la bibliothèque ?;le mercredi;le lundi;le samedi;le dimanche;24273;L
24275;question;Avec qui y va-t-il ?;sa maman;son papa;sa classe;sa mamie;24273;L
24276;question;Où se situe cette bibliothèque ?;dans le quartier;au centre-ville uniquement;à l'école;dans une autre ville;24273;L
24277;question;Que cherche Liam ce jour-là ?;un livre sur les dinosaures;un jeu vidéo;un cahier;un jouet;24273;L
24278;question;Qui l'aide à trouver un livre ?;la bibliothécaire;sa maman;son ami;la maîtresse;24273;L
24279;question;Comment est la bibliothécaire ?;très serviable;impatiente;fatiguée;distraite;24273;L
24280;question;Combien d'ouvrages la bibliothécaire aide-t-elle à trouver ?;plusieurs;un seul;aucun;dix;24273;L
24281;question;Où Liam s'installe-t-il pour lire ?;un grand fauteuil près de la fenêtre;une chaise en bois;le sol;une table haute;24273;L
24282;question;Quelle histoire Liam lit-il ?;une histoire de dragons;une histoire de princesses;une histoire de pirates;une histoire de robots;24273;L
24283;question;Comment est cette histoire ?;pleine d'aventures et de rebondissements;très courte et simple;triste du début à la fin;sans aucune surprise;24273;L
24284;question;Que fait un autre garçon non loin de Liam ?;il lit une bande dessinée;il joue bruyamment;il dort;il cherche un livre lui aussi;24273;L
24285;question;Comment ce garçon lit-il ?;tranquillement;en pleurant;en courant;en chantant;24273;L
24286;question;Combien de livres Liam choisit-il avant de partir ?;trois;deux;quatre;un;24273;L
24287;question;Comment Liam emporte-t-il ses livres ?;avec impatience;à contrecoeur;sans y penser;en les oubliant presque;24273;L
24288;question;Qu'a hâte de faire Liam ensuite ?;retrouver son fauteuil favori;retourner à l'école;rendre les livres tout de suite;regarder la télévision;24273;L
24289;question;Où se trouve le fauteuil favori de Liam ?;à la bibliothèque;chez lui;à l'école;chez sa mamie;24273;L
24290;question;"Que veut dire ""serviable"" dans le texte ?";toujours prête à aider;toujours pressée;peu aimable;très sévère;24273;V
24291;question;"Que veut dire ""rebondissements"" dans le texte ?";des rebondissements de l'histoire, des surprises;des chutes physiques;des personnages;des chapitres;24273;V
24292;question;Pourquoi Liam choisit-il un livre sur les dinosaures ?;ce sujet le passionne visiblement;sa maman le lui impose;c'est le seul livre disponible;il n'aime pas vraiment ce sujet;24273;I
24293;question;Qu'est-ce qui montre que Liam aime beaucoup lire ?;il a hâte de retrouver son fauteuil pour lire encore;il rend ses livres sans les ouvrir;il préfère jouer dehors;il oublie souvent d'aller à la bibliothèque;24273;I
24294;passage;Amelia va à la piscine municipale chaque samedi matin avec son papa. Dès son arrivée, elle enfile son maillot de bain rose préféré. Sans hésiter, Amelia saute dans le grand bassin et commence à s'exercer à nager. Son papa la regarde depuis le bord, fier de voir ses progrès rapides. Amelia glisse ensuite plusieurs fois sur le grand toboggan bleu, en riant à chaque descente. Un maître nageur surveille attentivement tous les enfants qui jouent dans l'eau. Après la séance, Amelia mange une glace au chocolat sur une chaise longue. Fatiguée mais très heureuse, elle a hâte de revenir la semaine suivante.;;;;;;
24295;question;Où Amelia va-t-elle chaque samedi ?;à la piscine municipale;au parc;à l'école;au zoo;24294;L
24296;question;Avec qui y va-t-elle ?;son papa;sa maman;sa classe;sa mamie;24294;L
24297;question;Que fait Amelia dès son arrivée ?;elle enfile son maillot de bain;elle mange;elle s'assoit au bord;elle repart tout de suite;24294;L
24298;question;De quelle couleur est son maillot ?;rose;bleu;vert;jaune;24294;L
24299;question;Que fait Amelia sans hésiter ?;elle saute dans le grand bassin;elle attend au bord;elle pleure;elle demande de l'aide;24294;L
24300;question;À quoi Amelia s'exerce-t-elle ?;nager;plonger du plongeoir;faire des sauts;flotter seulement;24294;L
24301;question;D'ou son papa la regarde-t-il ?;depuis le bord;depuis la voiture;il ne la regarde pas;depuis les vestiaires;24294;L
24302;question;Comment son papa se sent-il en la regardant ?;fier;inquiet;ennuyé;indifférent;24294;L
24303;question;Sur quoi Amelia glisse-t-elle ensuite ?;le grand toboggan bleu;un petit toboggan;une corde;un plongeoir;24294;L
24304;question;Que fait Amelia à chaque descente du toboggan ?;elle rit;elle pleure;elle a peur;elle reste silencieuse;24294;L
24305;question;Qui surveille les enfants dans l'eau ?;un maître nageur;le papa d'Amelia;personne;un autre enfant;24294;L
24306;question;Comment le maître nageur surveille-t-il ?;attentivement;distraitement;de loin sans vraiment regarder;il ne surveille pas;24294;L
24307;question;Que mange Amelia après la séance ?;une glace au chocolat;un fruit;un sandwich;rien du tout;24294;L
24308;question;Où Amelia mange-t-elle sa glace ?;sur une chaise longue;dans l'eau;dans la voiture;au vestiaire;24294;L
24309;question;Comment Amelia se sent-elle à la fin ?;fatiguée mais très heureuse;triste;malade;en colère;24294;L
24310;question;Qu'a hâte de faire Amelia ?;revenir la semaine suivante;ne plus jamais nager;changer d'activité;rentrer tout de suite;24294;L
24311;question;"Que veut dire ""attentivement"" dans le texte ?";avec beaucoup d'attention;sans faire attention;rapidement;de loin;24294;V
24312;question;"Que veut dire ""progrès"" dans le texte ?";amélioration dans ce qu'on apprend;des erreurs répétées;de la fatigue;de la peur;24294;V
24313;question;Pourquoi le papa d'Amelia est-il fier ?;il voit qu'elle progresse vite en natation;elle a gagné une compétition;elle a offert un cadeau;elle a bien rangé ses affaires;24294;I
24314;question;Qu'est-ce qui montre qu'Amelia aime beaucoup la piscine ?;elle a hâte d'y retourner la semaine suivante;elle demande à ne plus y aller;elle reste toujours au bord sans se baigner;elle s'ennuie tout le temps;24294;I
24315;passage;Mateo part faire une longue balade à vélo avec sa maman, le long de la rivière. Avant de partir, il attache soigneusement son casque bleu sous son menton. Pendant le trajet, Mateo observe des canards qui nagent tranquillement près de la berge. Un peu essouffle, il s'arrête pour boire une gorgée d'eau fraîche de sa gourde. Une côte assez raide se dresse ensuite devant eux, ce qui fatigue beaucoup Mateo. Sa maman l'encourage gentiment, en lui rappelant qu'il est presque arrive en haut. Avec un dernier effort, Mateo atteint enfin le sommet de la côte. Il se sent extrêmement fier d'avoir tenu bon jusqu'au bout.;;;;;;
24316;question;Avec qui Mateo fait-il du vélo ?;sa maman;son papa;sa classe;son frère;24315;L
24317;question;Le long de quoi roulent-ils ?;la rivière;la route principale;la forêt;la plage;24315;L
24318;question;Que fait Mateo avant de partir ?;il attache son casque;il gonfle ses pneus;il mange;il change de vêtements;24315;L
24319;question;De quelle couleur est le casque de Mateo ?;bleu;rouge;vert;noir;24315;L
24320;question;Que Mateo observe-t-il pendant le trajet ?;des canards;des poissons;des cygnes;des grenouilles;24315;L
24321;question;Où nagent les canards ?;près de la berge;au milieu de la rivière;loin d'eux;dans un lac;24315;L
24322;question;Pourquoi Mateo s'arrête-t-il ?;il est essoufflé et boit de l'eau;il a crevé un pneu;il a oublié quelque chose;il veut faire une pause photo;24315;L
24323;question;Que se dresse devant eux ensuite ?;une côte raide;un pont casse;une rivière à traverser;un champ boueux;24315;L
24324;question;Comment Mateo se sent-il face à cette côte ?;fatigué;plein d'énergie;indifférent;amusé;24315;L
24325;question;Que fait la maman de Mateo ?;elle l'encourage gentiment;elle continue sans l'attendre;elle le gronde;elle rentre à la maison;24315;L
24326;question;Que lui rappelle sa maman ?;qu'il est presque en haut;qu'il doit rentrer tout de suite;qu'il faut faire demi-tour;qu'il roule trop vite;24315;L
24327;question;Comment Mateo atteint-il le sommet ?;avec un dernier effort;très facilement;en marchant à côté du vélo;en abandonnant puis recommençant;24315;L
24328;question;Comment Mateo se sent-il en haut ?;extrêmement fier;déçu;en colère;malade;24315;L
24329;question;Qu'à-t-il fallu à Mateo pour réussir la côte ?;tenir bon jusqu'au bout;abandonner;l'aide de sa maman pour pousser le vélo;s'arrêter définitivement;24315;L
24330;question;Que porte Mateo pour se protéger ?;un casque;des genouillères;un gilet;rien du tout;24315;L
24331;question;Quel moyen de transport Mateo utilise-t-il pour cette balade ?;le vélo;la trottinette;les rollers;la marche à pied;24315;L
24332;question;"Que veut dire ""essouffle"" dans le texte ?";à bout de souffle après un effort;très en forme;endormi;malade;24315;V
24333;question;"Que veut dire ""se dresse"" dans le texte ?";se trouve, apparaît devant eux;disparaît;s'écroule;recule;24315;V
24334;question;Pourquoi la maman de Mateo l'encourage-t-elle dans la côte ?;pour l'aider à ne pas abandonner;pour le faire aller plus vite que nécessaire;pour le punir de s'être arrête;parce qu'elle est pressée de rentrer;24315;I
24335;question;Qu'est-ce qui montre que Mateo est persévérant ?;il continue malgré la fatigue et atteint le sommet;il abandonne des la première difficulté;il demande à rentrer à mi-chemin;il refuse de refaire du vélo ensuite;24315;I
24336;passage;Freya découvre une cabane secrète dans les bois en jouant avec ses amis. Construite avec des branches et des feuilles, la cabane possède une petite porte basse. à l'intérieur, les enfants trouvent une table en bois fabriquée par un ancien visiteur. Ses amis apportent alors des coussins moelleux pour rendre l'endroit plus confortable. Un écureuil curieux les observe de loin, cache derrière le tronc d'un arbre. Freya décide de décorer les murs avec des dessins et des fleurs séchées. Chaque jour après l'école, les enfants reviennent dans leur refuge secret. Freya adore par-dessus tout cet endroit rien qu'à eux.;;;;;;
24337;question;Où Freya découvre-t-elle une cabane ?;dans les bois;dans son jardin;à l'école;à la plage;24336;L
24338;question;Avec qui joue-t-elle quand elle la découvre ?;ses amis;sa famille;sa classe;personne;24336;L
24339;question;En quoi est construite la cabane ?;des branches et des feuilles;du carton;des pierres;du métal;24336;L
24340;question;Comment est la porte de la cabane ?;petite et basse;grande et large;il n'y à pas de porte;très haute;24336;L
24341;question;Que trouvent les enfants à l'intérieur ?;une table en bois;un lit;une cuisine;rien du tout;24336;L
24342;question;Qui a fabriqué la table ?;un ancien visiteur;Freya;personne, elle était déjà la avant tout le monde;un menuisier professionnel;24336;L
24343;question;Que apportent les amis de Freya ?;des coussins moelleux;des couvertures;des lampes;des livres;24336;L
24344;question;Pourquoi apportent-ils des coussins ?;pour rendre l'endroit confortable;pour dormir la nuit;pour se protéger du froid;pour jouer avec;24336;L
24345;question;Quel animal les observe de loin ?;un écureuil;un oiseau;un renard;un lapin;24336;L
24346;question;Où se cache l'écureuil ?;derrière le tronc d'un arbre;dans la cabane;sous la table;sur le toit;24336;L
24347;question;Que décide de faire Freya ?;décorer les murs;détruire la cabane;vendre la cabane;cacher la cabane;24336;L
24348;question;Avec quoi Freya décore-t-elle les murs ?;des dessins et des fleurs séchées;de la peinture seulement;des photos;rien de particulier;24336;L
24349;question;Quand les enfants reviennent-ils dans la cabane ?;chaque jour après l'école;seulement le week-end;une fois par mois;jamais plus;24336;L
24350;question;Comment Freya appelle-t-elle cet endroit ?;leur refuge secret;un endroit dangereux;une cabane abandonnée;un endroit ennuyeux;24336;L
24351;question;Comment Freya trouve-t-elle cet endroit ?;elle l'adore par-dessus tout;elle en a un peu peur;elle s'y ennuie;elle est déçue;24336;L
24352;question;Qu'est-ce qui rend la cabane spéciale pour Freya ?;c'est un endroit rien qu'à eux;elle est très grande;elle est visible de partout;elle appartient à un adulte;24336;L
24353;question;"Que veut dire ""moelleux"" dans le texte ?";doux et confortable;dur et rigide;froid;mouillé;24336;V
24354;question;"Que veut dire ""refuge"" dans le texte ?";un endroit ou l'on se sent bien et en sécurité;un endroit dangereux;un endroit interdit;un endroit très bruyant;24336;V
24355;question;Pourquoi Freya décore-t-elle la cabane ?;pour se l'approprier et la rendre agréable;parce qu'un adulte le lui demande;pour la vendre ensuite;par obligation de l'école;24336;I
24356;question;Qu'est-ce qui montre que la cabane compte beaucoup pour les enfants ?;ils y reviennent chaque jour après l'école;ils l'oublient rapidement;ils n'y retournent jamais;ils la détruisent à la fin;24336;I
24357;passage;Antoine promène son chien Rex dans le grand parc près de chez lui, comme chaque soir. Soudain, Rex aperçoit un chat noir et se met à courir à toute vitesse. Antoine court derrière lui en criant son nom, mais Rex disparaît entre les buissons. Pris de panique, Antoine cherche partout et appelle son chien de plus en plus fort. Une dame promenant elle aussi son chien finit par retrouver Rex près d'une fontaine. Elle le ramène doucement à Antoine, qui n'en croit pas ses yeux de soulagement. Antoine serre très fort son chien dans ses bras, soulage de l'avoir retrouvé. Depuis ce jour, il attache toujours la laisse plus solidement.;;;;;;
24358;question;Comment s'appelle le chien d'Antoine ?;Rex;Milo;Max;Fido;24357;L
24359;question;Où Antoine promène-t-il son chien ?;dans un grand parc;à la plage;en forêt;dans la rue;24357;L
24360;question;Quand Antoine promène-t-il habituellement son chien ?;chaque soir;seulement le week-end;une fois par mois;jamais d'habitude;24357;L
24361;question;Qu'aperçoit Rex soudainement ?;un chat noir;un os;un autre chien;un oiseau;24357;L
24362;question;Que fait Rex en voyant le chat ?;il se met à courir très vite;il aboie sans bouger;il a peur et se cache;il continue sa promenade normalement;24357;L
24363;question;Que fait Antoine quand Rex disparaît ?;il cherche partout et l'appelle;il rentre chez lui;il pleure sans bouger;il demande à un policier;24357;L
24364;question;Où Rex disparaît-il ?;entre les buissons;sous une voiture;dans une maison;dans l'eau;24357;L
24365;question;Comment se sent Antoine pendant la recherche ?;pris de panique;très calme;indifférent;amusé;24357;L
24366;question;Qui retrouve Rex ?;une dame promenant son chien;un policier;un autre enfant;personne;24357;L
24367;question;Où retrouve-t-on Rex ?;près d'une fontaine;sous un arbre;près du toboggan;dans une poubelle;24357;L
24368;question;Que fait la dame en retrouvant Rex ?;elle le ramène à Antoine;elle le garde;elle appelle la police;elle le laisse partir seul;24357;L
24369;question;Comment Antoine réagit-il en retrouvant Rex ?;il n'en croit pas ses yeux de soulagement;il est indifférent;il gronde son chien;il repart sans le prendre;24357;L
24370;question;Que fait Antoine avec son chien retrouve ?;il le serre très fort dans ses bras;il le gronde longuement;il repart sans le regarder;il le laisse tranquille;24357;L
24371;question;Comment Antoine se sent-il après avoir retrouvé Rex ?;soulagé;toujours inquiet;en colère contre le chien;indifférent;24357;L
24372;question;Que fait Antoine différemment depuis cet épisode ?;il attache la laisse plus solidement;il ne promène plus Rex;il achète un autre chien;il reste toujours à la maison;24357;L
24373;question;Que crie Antoine en courant derrière Rex ?;le nom de son chien;au secours;reviens vite;rien, il court en silence;24357;L
24374;question;"Que veut dire ""panique"" dans le texte ?";une peur soudaine et intense;une grande joie;une envie de dormir;un ennui profond;24357;V
24375;question;"Que veut dire ""soulage"" dans le texte ?";libère d'une inquiétude;encore plus inquiet;fâche;fatigué;24357;V
24376;question;Pourquoi Antoine attache-t-il désormais la laisse plus solidement ?;pour éviter que Rex ne s'échappe à nouveau;parce que Rex est devenu plus fort;parce que la dame le lui a demandé;parce que la laisse était cassée avant;24357;I
24377;question;Qu'est-ce qui montre qu'Antoine tient beaucoup à son chien ?;sa panique quand il le perd et son soulagement quand il le retrouve;il ne cherche pas longtemps Rex;il est indifférent à sa disparition;il en profite pour rentrer plus tôt;24357;I
24378;passage;Zoé fait sa rentrée des classes ce matin, un peu nerveuse mais surtout impatiente. Elle porte fièrement son nouveau cartable violet, achète spécialement pour l'occasion. Dans la cour, Zoé retrouve avec joie ses copains qu'elle n'avait pas vus depuis l'été. Sa nouvelle maîtresse, madame Dubois, accueille chaleureusement chaque élève à l'entrée de la classe. Zoé découvre sa nouvelle salle, décorée de dessins colorés accroches aux murs. Elle range soigneusement ses crayons et ses cahiers dans sa trousse neuve. A la récréation, Zoé s'amuse à la corde à sauter avec ses amies. Le soir venu, Zoé raconte sa journée avec enthousiasme à toute sa famille.;;;;;;
24379;question;Quel jour se passe l'histoire ?;le jour de la rentrée;un jour de vacances;un dimanche;un jour de neige;24378;L
24380;question;Comment Zoé se sent-elle ce matin-là ?;un peu nerveuse mais impatiente;très triste;en colère;totalement indifférente;24378;L
24381;question;Que porte Zoé ?;un nouveau cartable violet;un sac à dos rouge;une valise;un panier;24378;L
24382;question;Pourquoi ce cartable à-t-il été achète ?;spécialement pour la rentrée;il appartenait à sa soeur;elle l'a trouvé dans un placard;c'est un cadeau surprise;24378;L
24383;question;Où Zoé retrouve-t-elle ses copains ?;dans la cour;dans le bus;à la cantine;chez elle;24378;L
24384;question;Depuis quand Zoé n'avait-elle pas vu ses copains ?;depuis l'été;depuis la veille;depuis une semaine;elle les voit tous les jours;24378;L
24385;question;Comment s'appelle la nouvelle maîtresse ?;madame Dubois;madame Petit;madame Roy;madame Simon;24378;L
24386;question;Comment la maîtresse accueille-t-elle les élèves ?;chaleureusement;froidement;avec impatience;sans les regarder;24378;L
24387;question;Comment est décorée la nouvelle salle de classe ?;avec des dessins colorés;elle n'est pas décorée;avec des photos de classe;avec des plantes;24378;L
24388;question;Que fait Zoé avec ses crayons et cahiers ?;elle les range dans sa trousse;elle les laisse sur la table;elle les donne à une amie;elle les oublie à la maison;24378;L
24389;question;Comment est la trousse de Zoé ?;neuve;vieille et abîmée;empruntée à sa soeur;elle n'a pas de trousse;24378;L
24390;question;À quoi Zoé joue-t-elle à la récréation ?;à la corde à sauter;au ballon;aux billes;à caché-cache;24378;L
24391;question;Avec qui joue-t-elle à la récréation ?;ses amies;seule;sa maîtresse;des enfants plus grands;24378;L
