id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
23236;question;Que montre papi à Bruno ?;les mauvaises herbes;un arbre;un compost;du bois;23231;L
23237;question;Quel insecte se pose sur une feuille ?;une coccinelle;une abeille;une fourmi;un papillon;23231;L
23238;question;Qu'attend Bruno ?;voir pousser les tomates;manger un gâteau;rentrer chez lui;jouer au ballon;23231;L
23239;question;Comment Bruno se sent-il en jardinant ?;il aime ça;il s'ennuie;il a peur;il est fatigué et triste;23231;L
23240;question;De quelle couleur est l'arrosoir ?;vert;bleu;rouge;jaune;23231;L
23241;question;Avec qui Bruno jardine-t-il ?;son papi;sa mamie;son papa;sa classe;23231;L
23242;passage;"Inès visite un musée. Elle est avec sa classe. Elle voit un grand squelette. C'est un squelette de dinosaure. Le guide dit l'histoire des dinosaures.

Elle pose dès questions. Elle dessine le squelette dans son carnet. Ses copains voient aussi les vitrines. Elle prend une carte postale. Elle à beaucoup appris.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la.";;;;;;
23243;question;Avec qui Inès visite-t-elle le musée ?;sa classe;sa famille;sa mamie;ses cousins;23242;L
23244;question;Que regarde Inès ?;un squelette de dinosaure;des tableaux;des voitures anciennes;des bijoux;23242;L
23245;question;Qui raconte l'histoire des dinosaures ?;le guide;la maîtresse;un livre;personne;23242;L
23246;question;Que fait Inès pendant la visite ?;elle pose dès questions;elle dort;elle joue sur son téléphone;elle s'ennuie;23242;L
23247;question;Où Inès dessine-t-elle le squelette ?;dans son carnet;sur une feuille volante;sur le mur;sur son cahier de maths;23242;L
23248;question;Que font les copains d'Inès ?;ils regardent les vitrines;ils courent partout;ils crient;ils dorment;23242;L
23249;question;Qu'achète Inès à la sortie ?;une carte postale;un livre;un jouet;un bonbon;23242;L
23250;question;Comment Inès se sent-elle après la visite ?;elle a beaucoup appris;elle est déçue;elle s'est ennuyée;elle a eu peur;23242;L
23251;question;Où se passe cette sortie ?;au musée;au zoo;à la ferme;à la piscine;23242;L
23252;question;Que voit-on dans le musée ?;un squelette de dinosaure;des animaux vivants;des poissons;des plantes;23242;L
23253;passage;"Lucas passe la journée au zoo. Il est avec sa famille. Il voit des lions qui dorment. Il rit en voyant les singes. Une girafe mange des feuilles.

Il aime beaucoup l'éléphant. Il voit les manchots nager. Il prend une peluche de lion. Il garde un beau souvenir. Il rit un peu.";;;;;;
23254;question;Où Lucas passe-t-il la journée ?;au zoo;au musée;à la ferme;à la piscine;23253;L
23255;question;Avec qui y va-t-il ?;sa famille;sa classe;ses cousins;ses voisins;23253;L
23256;question;Que font les lions ?;ils dorment;ils courent partout;ils mangent;ils rugissent fort;23253;L
23257;question;Quels animaux font rire Lucas ?;les singes;les lions;les éléphants;les tigres;23253;L
23258;question;Que mange la girafe ?;des feuilles;de l'herbe;des fruits;du pain;23253;L
23259;question;Quel est l'animal préféré de Lucas ?;l'éléphant;le lion;le singe;la girafe;23253;L
23260;question;Quels animaux Lucas regarde-t-il nager ?;les manchots;les dauphins;les phoques;les canards;23253;L
23261;question;Qu'achète Lucas à la fin ?;une peluche de lion;une glace;un livre;un ballon;23253;L
23262;question;Comment Lucas garde-t-il ce souvenir ?;un beau souvenir;un mauvais souvenir;il oublie vite;il est déçu;23253;L
23263;question;Où se passe cette histoire ?;au zoo;à la campagne;en montagne;à la mer;23253;L
23264;passage;"Marta se promène en forêt. Elle est avec son papa. Le chemin est couvert de feuilles. Elle ramasse un caillou gris.

Un renard passe le sentier. Elle écoute le vent dans les arbres. Papa montre un grand chêne. Ils croisent un promeneur avec son chien. Elle rentre avec de bons souvenirs.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la.";;;;;;
23265;question;Où Marta se promène-t-elle ?;en forêt;à la plage;en ville;à la montagne;23264;L
23266;question;Avec qui se promène-t-elle ?;son papa;sa maman;sa classe;sa mamie;23264;L
23267;question;Que couvre le chemin ?;des feuilles;de la neige;du sable;des cailloux blancs;23264;L
23268;question;Que ramasse Marta ?;un caillou gris;une fleur;un bâton;une feuille rouge;23264;L
23269;question;Quel animal traverse le sentier ?;un renard;un sanglier;un lapin;un cerf;23264;L
23270;question;Qu'écoute Marta ?;le vent dans les arbres;des oiseaux qui chantent;une rivière;de la musique;23264;L
23271;question;Que montre le papa à Marta ?;un grand chêne;une cascade;une grotte;un vieux pont;23264;L
23272;question;Qui croisent-ils sur le chemin ?;un promeneur avec son chien;un autre enfant seul;un cycliste;personne;23264;L
23273;question;Avec quoi Marta rentre-t-elle ?;de bons souvenirs;un panier de fruits;un bouquet de fleurs;rien du tout;23264;L
23274;question;Où se passe cette promenade ?;en forêt;au parc;au jardin;à la ferme;23264;L
23275;passage;"Julian voit son papi. Papi conduit le tracteur. C'est la saison des moissons. Le champ de blé est doré. Il monte dans le tracteur. La machine coupe le blé vite.

De la poussière jaune vole dans l'air. Il voit des lièvres sortir du champ. A midi, ils mangent sous un arbre. Il est fier d'avoir aidé. Il rit un peu.";;;;;;
23276;question;Que conduit le papi de Julian ?;un tracteur;une voiture;un camion;un vélo;23275;L
23277;question;De quelle couleur est le champ de blé ?;dore;vert;gris;blanc;23275;L
23278;question;Où Julian monte-t-il ?;dans le tracteur;sur un cheval;dans une charrette;sur le toit de la maison;23275;L
23279;question;Que fait la machine ?;elle coupe le blé;elle plante des graines;elle arrose le champ;elle transporte le lait;23275;L
23280;question;Que vole dans l'air ?;de la poussière jaune;de la fumée noire;des feuilles;des pétales;23275;L
23281;question;Quels animaux sortent du champ ?;des lièvres;des renards;des souris;des sangliers;23275;L
23282;question;Où mangent-ils à midi ?;sous un grand arbre;dans la maison;dans le tracteur;au village;23275;L
23283;question;Comment Julian se sent-il d'avoir aidé ?;fier;triste;gêne;fatigué et fâche;23275;L
23284;question;Quelle saison correspond aux moissons ?;l'été;l'hiver;le printemps tôt;l'automne tardif;23275;L
23285;question;Avec qui Julian passe-t-il la journée ?;son papi;sa mamie;sa maîtresse;ses cousins;23275;L
23286;passage;"Erik construit un bonhomme de neige. Il est avec sa soeur. Ils roulent une grosse boule. C'est pour le corps. Il ajoute une petite boule. C'est pour la tête.

Sa soeur plante une carotte pour le nez. Ils mettent deux boutons noirs pour les yeux. Il pose un vieux chapeau. Le bonhomme à fière allure. Il prend une photo. Il rit un peu.";;;;;;
23287;question;Avec qui Erik construit-il le bonhomme de neige ?;sa soeur;son frère;sa maman;sa classe;23286;L
23288;question;Que roulent-ils pour faire le corps ?;une grosse boule;un cube de neige;des petites boules;un bloc de glace;23286;L
23289;question;Que plante la soeur d'Erik pour le nez ?;une carotte;un bâton;un caillou;une pomme de pin;23286;L
23290;question;Avec quoi font-ils les yeux ?;deux boutons noirs;des cailloux;des feuilles;des billes bleues;23286;L
23291;question;Que pose Erik sur la tête du bonhomme ?;un vieux chapeau;un bonnet;une casquette;rien du tout;23286;L
23292;question;Que fait Erik à la fin ?;il prend une photo;il détruit le bonhomme;il rentre vite;il pleure;23286;L
23293;question;Comment le bonhomme de neige à-t-il l'air ?;fière allure;tout tordu;tout petit;invisible;23286;L
23294;question;Quelle boule sert à faire la tête ?;une petite boule;la plus grosse boule;aucune boule;une boule carrée;23286;L
23295;question;Avec quoi construisent-ils le bonhomme ?;de la neige;du sable;de la terre;des cailloux;23286;L
23296;question;Où se passe cette histoire ?;dehors dans la neige;à l'intérieur de la maison;à l'école;à la piscine;23286;L
23297;passage;"Mia va patiner. Elle est avec son papa. Elle met des patins blancs. Elle tombe une première fois.

Papa l'aide à se relever. Elle apprend à garder l'équilibre. Elle glisse enfin toute seule. Des enfants tournent en musique. Elle est très fière.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la. C'est un beau jour.";;;;;;
23298;question;Où Mia va-t-elle patiner ?;à la patinoire;au parc;à la plage;à la piscine;23297;L
23299;question;Avec qui y va-t-elle ?;son papa;sa maman;sa classe;sa mamie;23297;L
23300;question;De quelle couleur sont les patins de Mia ?;blancs;noirs;roses;bleus;23297;L
23301;question;Que fait Mia une première fois ?;elle tombe;elle pleure;elle rentre;elle refuse de patiner;23297;L
23302;question;Qui aide Mia à se relever ?;son papa;un moniteur;sa maman;une amie;23297;L
23303;question;Qu'apprend Mia ?;garder son équilibre;faire des sauts;faire la course;danser sur la glace;23297;L
23304;question;Comment Mia finit-elle par glisser ?;toute seule;en tenant la main de son papa;assise;pas du tout;23297;L
23305;question;Que font des enfants autour d'elle ?;ils tournent en musique;ils crient;ils dorment;ils regardent seulement;23297;L
23306;question;Comment Mia se sent-elle à la fin ?;très fière;triste;fatiguée et déçue;en colère;23297;L
23307;question;Sur quoi Mia patine-t-elle ?;la glace;le bitume;l'herbe;le sable;23297;L
23308;passage;"Léon monte en haut de la colline. Il à une luge rouge. Sa soeur l'attend en bas. Il s'assoit sur sa luge. Il pousse fort avec ses pieds.

La luge descend très vite. Il rit très fort. Il s'arrête près de sa soeur. Il remonte pour recommencer. Il rit un peu.";;;;;;
23309;question;Où Léon monte-t-il ?;en haut d'une colline;en haut d'un immeuble;sur un toit;dans un arbre;23308;L
23310;question;De quelle couleur est la luge de Léon ?;rouge;bleue;verte;jaune;23308;L
23311;question;Qui attend Léon en bas ?;sa soeur;sa maîtresse;sa classe;personne;23308;L
23312;question;Avec quoi Léon pousse-t-il pour démarrer ?;ses pieds;un bâton;l'aide de son papa;il ne bouge pas;23308;L
23313;question;Comment la luge descend-elle ?;très vite;très lentement;elle ne bouge pas;en montant;23308;L
23314;question;Que fait Léon pendant la descente ?;il rit très fort;il pleure;il ferme les yeux et crie;il dort;23308;L
23315;question;Où Léon s'arrête-t-il ?;près de sa soeur;au milieu de la pente;loin de tout le monde;dans un arbre;23308;L
23316;question;Que fait Léon à la fin de la descente ?;il remonte pour recommencer;il rentre à la maison;il pleure de fatigue;il donne sa luge;23308;L
23317;question;Sur quoi Léon glisse-t-il ?;la neige;l'herbe;le sable;l'eau;23308;L
23318;question;Qui attend Léon en bas de la colline ?;sa soeur;ses cousins;sa classe;sa mamie;23308;L
23319;passage;"Anna s'assoit autour du feu. Elle est avec sa famille. Les flammes dansent dans la nuit. Elle fait griller un marshmallow.

Papa dit une histoire. Des étoiles brillent dans le ciel. Elle entend un hibou chanter. Tout le monde chante une chanson. Elle se sent bien près du feu.

Elle rit un peu. Il fait beau. Le jour est doux.";;;;;;
23320;question;Avec qui Anna s'assoit-elle autour du feu ?;sa famille;sa classe;ses voisins;personne;23319;L
23321;question;Comment sont les flammes ?;elles dansent;elles sont éteintes;elles sont bleues;elles font peur;23319;L
23322;question;Que fait griller Anna ?;un marshmallow;une saucisse;une pomme;du pain;23319;L
23323;question;Qui raconte une histoire ?;papa;maman;sa mamie;personne;23319;L
23324;question;Où brillent les étoiles ?;dans le ciel;dans l'eau;sur les arbres;sur la tente;23319;L
23325;question;Quel animal Anna entend-elle ?;un hibou;un loup;un chien;un chat;23319;L
23326;question;Que fait tout le monde ensemble ?;chanter une chanson;danser;dormir tout de suite;partir se coucher;23319;L
23327;question;Comment Anna se sent-elle près du feu ?;elle se sent bien;elle a froid;elle a peur;elle s'ennuie;23319;L
23328;question;Quand se passe cette scène ?;la nuit;le matin;à midi;au lever du jour;23319;L
23329;question;Que fait Anna avec un marshmallow ?;elle le fait griller;elle le mange froid;elle le jette;elle le garde;23319;L
23330;passage;"Félix part camper sous la tente. Il est avec ses parents. Ils montent la tente près d'un lac. Il plante les piquets. Il gonfle son matelas avec une pompe.

La famille mange dehors. Il entend les grenouilles chanter le soir. Il dort dans son sac de couchage. Il aime dormir dans la nature. Il rit un peu.";;;;;;
23331;question;Où Félix part-il camper ?;sous une tente;dans un hôtel;chez sa mamie;dans une caravane;23330;L
23332;question;Près de quoi montent-ils la tente ?;un lac;la mer;la montagne;une rivière gelée;23330;L
23333;question;Que fait Félix pour aider ?;il plante les piquets;il cuisine le repas;il conduit la voiture;il monte la table;23330;L
23334;question;Avec quoi Félix gonfle-t-il son matelas ?;une pompe;sa bouche;un tuyau;rien, il ne le gonfle pas;23330;L
23335;question;Où la famille mange-t-elle ?;dehors;dans la voiture;dans la tente;au restaurant;23330;L
23336;question;Qu'entend Félix le soir ?;les grenouilles chanter;des voitures;de la musique;des oiseaux seulement;23330;L
23337;question;Dans quoi Félix dort-il ?;un sac de couchage;un grand lit;un hamac;un canapé;23330;L
23338;question;Comment Félix trouve-t-il le camping ?;il adore ça;il déteste ça;il a peur;il s'ennuie;23330;L
23339;question;Avec qui Félix part-il camper ?;ses parents;sa classe;ses cousins;seul;23330;L
23340;question;Où dort Félix pendant ce voyage ?;sous la tente;dans un hôtel;dans la voiture;chez des amis;23330;L
23341;passage;"Louis part à la pêche. Il est avec son grand-père. Ils s'installent au bord de la rivière. Il tient sa canne à pêche. Il attend .

Un poisson tire sur le fil. Il remonte un petit poisson argenté. Son grand-père le dit bravo à. Il relâche le poisson dans l'eau. Il rit un peu.";;;;;;
23342;question;Avec qui Louis part-il à la pêche ?;son grand-père;son papa;sa mamie;sa classe;23341;L
23343;question;Où s'installent-ils ?;au bord de la rivière;sur un bateau en mer;au bord d'un lac gelé;dans la forêt;23341;L
23344;question;Que tient Louis ?;sa canne à pêche;un filet;un seau;une épuisette;23341;L
23345;question;Que fait Louis en attendant ?;il patiente;il crie;il court partout;il dort;23341;L
23346;question;Que se passe-t-il soudain ?;un poisson tire sur le fil;il commence à pleuvoir;le fil se casse;Louis tombe à l'eau;23341;L
23347;question;De quelle couleur est le poisson ?;argenté;rouge;vert;noir;23341;L
23348;question;Que fait le grand-père de Louis ?;il le félicite;il se fâche;il rit de lui;il part sans rien dire;23341;L
23349;question;Que fait Louis avec le poisson ?;il le relâche dans l'eau;il le garde;il le donne;il le mange tout de suite;23341;L
23350;question;Où se passe cette pêche ?;au bord d'une rivière;en mer;dans une piscine;dans un aquarium;23341;L
23351;question;Quand partent-ils à la pêche ?;tôt le matin;le soir;à midi;la nuit;23341;L
23352;passage;"Charlotte monte à cheval. C'est la première fois. Elle caresse la crinière du poney. La monitrice aide Elle à monter.

Elle tient bien les rênes. Le poney avance dans le manège. Elle apprend à faire du trot. Elle donne une carotte au poney. Elle veut revenir monter.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la. C'est un beau jour.";;;;;;
23353;question;Où Charlotte monte-t-elle à cheval ?;au centre équestre;à la ferme;au zoo;au cirque;23352;L
23354;question;Que caresse Charlotte ?;la crinière du poney;les oreilles du poney;la queue du poney;le nez du poney;23352;L
23355;question;De quelle couleur est le poney ?;brun;blanc;noir;gris;23352;L
23356;question;Qui aide Charlotte à monter ?;la monitrice;sa maman;son papa;personne;23352;L
23357;question;Que tient Charlotte ?;les rênes;la selle;un bâton;une carotte;23352;L
23358;question;Où avance le poney ?;dans le manège;dans la rue;dans un pré;sur la plage;23352;L
23359;question;Qu'apprend Charlotte à faire ?;du trot;du galop;des sauts;des tours;23352;L
23360;question;Que donne Charlotte au poney ?;une carotte;une pomme;du pain;du sucre;23352;L
23361;question;Que veut faire Charlotte à la fin ?;revenir monter;ne plus jamais monter;vendre le poney;rentrer vite chez elle;23352;L
23362;question;Quelle activité découvre Charlotte ?;l'équitation;la natation;le vélo;la danse;23352;L
23363;passage;"Gabriel joue dehors. Il commence à pleuvoir. Il met ses bottes jaunes. Il met son imperméable. Il saute dans les flaques.

Il fait naviguer une feuille. Un escargot avance sur le trottoir. Il ouvre un grand parapluie rouge. Il rentre trempe mais heureux. Maman prépare une serviette chaude.

Il rit un peu. Il fait beau. Le jour est doux. Tout va bien. Il est bien la. C'est un beau jour.";;;;;;
23364;question;Que commence-t-il à faire dehors ?;il pleut;il neige;il vente fort;il fait très chaud;23363;L
23365;question;De quelle couleur sont les bottes de Gabriel ?;jaunes;rouges;bleues;vertes;23363;L
23366;question;Que fait Gabriel avec joie ?;il saute dans les flaques;il court se cacher;il pleure;il rentre tout de suite;23363;L
23367;question;Que fait naviguer Gabriel ?;une feuille;un bateau en papier;une bille;un bâton;23363;L
23368;question;Quel animal avance sur le trottoir ?;un escargot;une grenouille;un ver de terre;un chat;23363;L
23369;question;De quelle couleur est le parapluie de Gabriel ?;rouge;jaune;bleu;noir;23363;L
23370;question;Comment Gabriel rentre-t-il chez lui ?;trempe mais heureux;sec et triste;en colère;malade;23363;L
23371;question;Que prépare la maman de Gabriel ?;une serviette chaude;un chocolat chaud;un bain;des vêtements secs seulement;23363;L
23372;question;Que porte Gabriel pour se protéger ?;un imperméable;un manteau d'hiver;un chapeau de soleil;un maillot de bain;23363;L
23373;question;Où Gabriel joue-t-il ?;dehors;dans sa chambre;à la piscine;à l'école;23363;L
23374;passage;"Julia construit une cabane. Elle est avec son papa. C'est dans le jardin. Ils clouent des planches de bois. Elle peint la porte en bleu.

Papa installe une petite fenêtre ronde. Elle range ses jouets dans la cabane. Un oiseau se pose sur le toit. Elle invite sa meilleure amie. Elle est fière de sa cabane.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23375;question;Où Julia construit-elle une cabane ?;dans le jardin;dans la forêt;dans sa chambre;à l'école;23374;L
23376;question;Avec qui la construit-elle ?;son papa;sa maman;son frère;sa classe;23374;L
23377;question;Que clouent-ils ensemble ?;des planches de bois;des cartons;des briques;des pierres;23374;L
23378;question;De quelle couleur Julia peint-elle la porte ?;bleu;rouge;vert;jaune;23374;L
23379;question;Qu'installe le papa de Julia ?;une petite fenêtre ronde;une cheminée;un toit en tuiles;une porte double;23374;L
23380;question;Que range Julia dans la cabane ?;ses jouets;ses vêtements;ses livres d'école;de la nourriture;23374;L
23381;question;Qu'est-ce qui se pose sur le toit ?;un oiseau;un chat;un écureuil;une abeille;23374;L
23382;question;Qui Julia invite-t-elle à visiter la cabane ?;sa meilleure amie;sa maîtresse;toute sa classe;personne;23374;L
23383;question;Comment Julia se sent-elle à la fin ?;fière;déçue;fatiguée;gêne;23374;L
23384;question;Que construisent Julia et son papa ?;une cabane;une piscine;un potager;un garage;23374;L
23385;passage;"Victor participe à une chasse au trésor. Sa mamie a tout organisé. Il reçoit une carte avec des indices. Il cherche sous le grand chêne.

Il trouve un indice dans une boite. Le deuxième indice est près de la fontaine. Il court partout. Il découvre un coffre plein de bonbons. Il partage sa découverte avec ses cousins.

Il rit un peu. Il fait beau. Le jour est doux.";;;;;;
23386;question;Qui organise la chasse au trésor ?;sa mamie;sa maîtresse;son papa;un ami;23385;L
23387;question;Que reçoit Victor pour commencer ?;une carte avec des indices;une pelle;un plan de la ville;un livre;23385;L
23388;question;Où Victor cherche-t-il d'abord ?;sous le grand chêne;derrière la maison;dans le garage;dans sa chambre;23385;L
23389;question;Où trouve-t-il le premier indice ?;dans une boite;sous une pierre;dans un arbre;dans l'herbe;23385;L
23390;question;Où se trouve le deuxième indice ?;près de la fontaine;dans la cuisine;sous un banc;dans le potager;23385;L
23391;question;Que fait Victor pour résoudre l'énigme ?;il court partout;il demande à sa mamie;il abandonne;il pleure;23385;L
23392;question;Que découvre Victor à la fin ?;un coffre plein de bonbons;une boite vide;un livre ancien;un jouet casse;23385;L
23393;question;Avec qui Victor partage-t-il sa découverte ?;ses cousins;sa classe;personne;ses voisins;23385;L
23394;question;Où se passe cette chasse au trésor ?;dans le jardin;en forêt;à l'école;à la plage;23385;L
23395;question;Qu'est-ce qui guide Victor pendant le jeu ?;une carte avec des indices;une boussole;un livre de contes;un téléphone;23385;L
23396;passage;"Rosa voit un spectacle de magie. C'est la fête du village. Le magicien porte un grand chapeau noir. Il fait disparaître une colombe blanche. Elle n'en croit pas ses yeux.

Le magicien sort un lapin du chapeau. Il fait monter Elle sur scène. Elle choisit une carte. Le magicien devine sa carte. Elle est émerveillée.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23397;question;Où Rosa regarde-t-elle le spectacle ?;à la fête du village;au cirque;à l'école;au théâtre municipal;23396;L
23398;question;Que porte le magicien ?;un grand chapeau noir;une cape rouge;des lunettes;un costume blanc;23396;L
23399;question;Que fait disparaître le magicien ?;une colombe blanche;une pièce de monnaie;un foulard;une carte;23396;L
23400;question;Que sort le magicien de son chapeau ?;un lapin;un chat;un oiseau;une fleur;23396;L
23401;question;Qui le magicien fait-il monter sur scène ?;Rosa;un autre enfant;personne;le maire du village;23396;L
23402;question;Que choisit Rosa ?;une carte;un numéro;une couleur;un objet;23396;L
23403;question;Que devine le magicien ?;la carte de Rosa;son âge;son prénom;sa couleur préférée;23396;L
23404;question;Comment Rosa se sent-elle à la fin ?;émerveillée;déçue;effrayée;fâchée;23396;L
23405;question;Que fait Rosa en voyant la colombe disparaître ?;elle n'en croit pas ses yeux;elle rit fort;elle pleure;elle s'endort;23396;L
23406;question;Quel type de spectacle Rosa regarde-t-elle ?;un spectacle de magie;un concert;une pièce de théâtre;un spectacle de danse;23396;L
23407;passage;"Simon voit un théâtre de marionnettes. C'est au parc. Le petit théâtre à des rideaux rouges. Une marionnette de loup fait rire les enfants.

Il rit avec ses copains. Une princesse chante une chanson douce. Les enfants sont contents à chaque scène. Il touche les marionnettes après le spectacle. Il repart avec un grand sourire.

Il rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23408;question;Où Simon regarde-t-il le spectacle ?;au parc;à l'école;au cirque;chez lui;23407;L
23409;question;De quelle couleur sont les rideaux du théâtre ?;rouges;bleus;verts;jaunes;23407;L
23410;question;Quelle marionnette fait rire les enfants ?;le loup;le lapin;le chat;le renard;23407;L
23411;question;Avec qui Simon rit-il ?;ses copains;sa classe;sa famille;personne;23407;L
23412;question;Qui chante une chanson douce ?;une princesse;un roi;un dragon;une fée;23407;L
23413;question;Que font les enfants à chaque scène ?;ils applaudissent;ils crient de peur;ils pleurent;ils s'ennuient;23407;L
23414;question;Que fait Simon après le spectacle ?;il touche les marionnettes;il rentre tout de suite;il pleure;il s'endort;23407;L
23415;question;Comment Simon repart-il ?;avec un grand sourire;triste;fatigué et fâche;sans rien dire;23407;L
23416;question;En quoi est fait le petit théâtre ?;en bois;en carton;en tissu;en plastique;23407;L
23417;question;Quel spectacle Simon regarde-t-il ?;un théâtre de marionnettes;un spectacle de magie;un concert;un film;23407;L
23418;passage;"Emma chante dans la chorale. C'est à son école. Elle répète chaque mardi. Le jour du concert, Elle met une chemise blanche.

Elle à un peu le trac. Le professeur donne le signal. Elle chante fort avec ses camarades. Les parents sont contents à la fin. Elle est très fière.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23419;question;Où Emma chante-t-elle ?;dans la chorale de son école;dans un groupe de musique;à la télévision;au cirque;23418;L
23420;question;Quel jour Emma répète-t-elle ?;le mardi;le lundi;le vendredi;le dimanche;23418;L
23421;question;Que porte Emma le jour du concert ?;une chemise blanche;une robe rouge;un pull vert;un costume noir;23418;L
23422;question;Que ressent Emma avant de monter sur scène ?;un peu le trac;de la joie seulement;de la colère;rien du tout;23418;L
23423;question;Qui donne le signal ?;le professeur;la directrice;Emma;un parent;23418;L
23424;question;Que fait Emma pendant le concert ?;elle chante fort;elle joue du piano;elle danse;elle regarde seulement;23418;L
23425;question;Que font les parents à la fin ?;ils applaudissent;ils partent vite;ils restent silencieux;ils critiquent;23418;L
23426;question;Comment Emma se sent-elle à la fin ?;très fière;déçue;gêne;fatiguée et triste;23418;L
23427;question;Avec qui Emma répète-t-elle chaque semaine ?;sa classe;sa famille;ses voisins;seule;23418;L
23428;question;Quel événement Emma prépare-t-elle ?;un concert de chorale;un spectacle de danse;une pièce de théâtre;une fête d'anniversaire;23418;L
23429;passage;"Nathan participe à la journée sportive. C'est à son école. Il court une course de vitesse. Il saute au saut en longueur.

Son équipe joue au ballon prisonnier. La maîtresse compte les points avec un sifflet. Il boit de l'eau entre deux épreuves. Tous les enfants reçoivent une médaille. Il est très fier.

Il rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23430;question;À quoi Nathan participe-t-il ?;la journée sportive de l'école;un match de football professionnel;une course cycliste;un spectacle de danse;23429;L
23431;question;Que court Nathan ?;une course de vitesse;un marathon;une course à l'extérieur de l'école;une course de relais seulement;23429;L
23432;question;À quelle épreuve Nathan saute-t-il ?;le saut en longueur;le saut en hauteur;la corde à sauter;le saut à la perche;23429;L
23433;question;À quel jeu joue l'équipe de Nathan ?;le ballon prisonnier;le foot;le basket;le tennis;23429;L
23434;question;Qui chronomètre les courses ?;la maîtresse;un parent;le directeur;Nathan lui-même;23429;L
23435;question;Que fait Nathan entre deux épreuves ?;il boit de l'eau;il se repose allonge;il rentre chez lui;il mange un sandwich;23429;L
23436;question;Que reçoivent tous les enfants à la fin ?;une médaille;un trophée;un livre;un ballon;23429;L
23437;question;Comment Nathan se sent-il après cette journée ?;très fier;déçu;fatigué et triste;en colère;23429;L
23438;question;Avec quoi la maîtresse chronomètre-t-elle ?;un sifflet;une cloche;un chronomètre silencieux;sa voix;23429;L
23439;question;Où se passe la journée sportive ?;à l'école;au stade municipal;à la piscine;en forêt;23429;L
23440;passage;"Sara essaie un parcours d'obstacles. C'est au centre de loisirs. Elle rampe sous un grand filet vert. Elle saute par-dessus des pneus.

Elle grimpe sur un mur en mousse. Un moniteur aide Elle. Elle passe un pont en corde. Elle franchit la ligne d'arrivée en courant. Elle est très fière.

Elle rit un peu. Il fait beau. Le jour est doux.";;;;;;
23441;question;Où Sara essaie-t-elle le parcours d'obstacles ?;au centre de loisirs;à l'école;au stade;à la piscine;23440;L
23442;question;Sous quoi Sara rampe-t-elle ?;un grand filet vert;une table;une corde tendue;un tunnel en bois;23440;L
23443;question;Par-dessus quoi Sara saute-t-elle ?;des pneus;des bancs;des caisses;des cordes;23440;L
23444;question;Sur quoi Sara grimpe-t-elle ?;un mur en mousse;un arbre;une échelle;un rocher;23440;L
23445;question;Qui encourage Sara ?;un moniteur;sa maman;sa classe;personne;23440;L
23446;question;Que traverse Sara ensuite ?;un pont en corde;une rivière;un tunnel sombre;une passerelle en bois fixe;23440;L
23447;question;Comment Sara franchit-elle la ligne d'arrivée ?;en courant;en marchant lentement;en rampant;en sautant à cloche-pied;23440;L
23448;question;Comment Sara se sent-elle à la fin ?;très fière;déçue;fatiguée et triste;effrayée;23440;L
23449;question;Que fait Sara pendant cette activité ?;un parcours d'obstacles;une course de natation;un match de foot;une chasse au trésor;23440;L
23450;question;Qui aide Sara pendant le parcours ?;un moniteur;sa mamie;sa classe;personne;23440;L
23451;passage;"Adam passe la journée au parc aquatique. Il est avec ses parents. Il glisse sur un grand toboggan bleu. Il crie de joie. Il atterrit avec un grand plouf.

Maman nage avec lui. Il mange une glace au bord de l'eau. Il refait le toboggan trois fois. Il ne veut plus partir. Il rit un peu.";;;;;;
23452;question;Où Adam passe-t-il la journée ?;au parc aquatique;à la piscine du quartier;à la plage;au lac;23451;L
23453;question;Avec qui y va-t-il ?;ses parents;sa classe;ses cousins;ses voisins;23451;L
23454;question;De quelle couleur est le grand toboggan ?;bleu;rouge;vert;jaune;23451;L
23455;question;Que fait Adam pendant la descente ?;il crie de joie;il pleure;il ferme les yeux de peur;il reste silencieux;23451;L
23456;question;Comment Adam atterrit-il ?;avec un grand plouf;tout doucement;sur le sable;sur un tapis;23451;L
23457;question;Avec qui Adam nage-t-il ?;maman;papa;un moniteur;personne;23451;L
23458;question;Que mange Adam au bord de l'eau ?;une glace;un sandwich;des bonbons;une pomme;23451;L
23459;question;Combien de fois Adam refait-il le toboggan ?;trois fois;une fois;cinq fois;il ne le refait pas;23451;L
23460;question;Que ne veut plus faire Adam à la fin ?;partir de la;aller dans l'eau;manger une glace;jouer avec ses parents;23451;L
23461;question;Où se passe cette journée ?;au parc aquatique;à l'école;à la ferme;en montagne;23451;L
