id;text;correct_answer;choice_2;choice_3;choice_4
42295;Dans une grille de 3 cases sur 3, un objet est en haut au centre. On le déplace de 1 case vers la gauche. Où est-il maintenant ?;en haut à gauche;en bas à droite;au milieu à gauche;en haut au centre
42296;Dans une grille de 3 cases sur 3, un objet est en haut à droite. On le déplace de 1 case vers la gauche. Où est-il maintenant ?;en haut au centre;en haut à droite;en bas au centre;en bas à gauche
42297;Dans une grille de 3 cases sur 3, un objet est en haut à gauche. On le déplace de 1 case vers la droite. Où est-il maintenant ?;en haut au centre;en bas à gauche;au milieu à droite;en bas à droite
42298;Dans une grille de 3 cases sur 3, un objet est en bas à droite. On le déplace de 1 case vers la gauche. Où est-il maintenant ?;en bas au centre;au milieu à droite;au centre;en bas à gauche
42299;Dans une grille de 3 cases sur 3, un objet est en haut à droite. On le déplace de 2 cases vers la gauche. Où est-il maintenant ?;en haut à gauche;en bas à droite;au milieu à gauche;au centre
42300;Dans une grille de 3 cases sur 3, un objet est au milieu à gauche. On le déplace de 1 case vers le haut. Où est-il maintenant ?;en haut à gauche;en bas à gauche;en bas à droite;au milieu à gauche
42301;Dans une grille de 3 cases sur 3, un objet est au milieu à droite. On le déplace de 1 case vers le haut. Où est-il maintenant ?;en haut à droite;au milieu à gauche;en haut à gauche;en haut au centre
42302;Dans une grille de 3 cases sur 3, un objet est au centre. On le déplace de 1 case vers le bas. Où est-il maintenant ?;en bas au centre;en haut à droite;en bas à droite;en bas à gauche
42303;Dans une grille de 3 cases sur 3, un objet est en bas au centre. On le déplace de 1 case vers le haut. Où est-il maintenant ?;au centre;au milieu à droite;en haut à gauche;en bas au centre
42304;Dans une grille de 3 cases sur 3, un objet est en bas à gauche. On le déplace de 1 case vers la droite. Où est-il maintenant ?;en bas au centre;au milieu à droite;en haut au centre;en haut à gauche
42305;Dans une grille de 3 cases sur 3, un objet est en bas au centre. On le déplace de 1 case vers la gauche. Où est-il maintenant ?;en bas à gauche;en haut à gauche;en bas au centre;au milieu à droite
42306;Dans une grille de 3 cases sur 3, un objet est au centre. On le déplace de 1 case vers le haut. Où est-il maintenant ?;en haut au centre;en bas au centre;au milieu à gauche;au milieu à droite
42307;Dans une grille de 3 cases sur 3, un objet est au milieu à gauche. On le déplace de 1 case vers la droite. Où est-il maintenant ?;au centre;en bas à droite;au milieu à droite;en bas au centre
42308;Dans une grille de 3 cases sur 3, un objet est au milieu à droite. On le déplace de 1 case vers le bas. Où est-il maintenant ?;en bas à droite;au milieu à droite;en haut à droite;en bas au centre
42309;Dans une grille de 3 cases sur 3, un objet est au milieu à droite. On le déplace de 1 case vers la gauche. Où est-il maintenant ?;au centre;au milieu à droite;en bas au centre;en bas à droite
42310;Dans une grille de 3 cases sur 3, un objet est au centre. On le déplace de 1 case vers la gauche. Où est-il maintenant ?;au milieu à gauche;en bas au centre;au centre;en haut au centre
42311;Dans une grille de 3 cases sur 3, un objet est au centre. On le déplace de 1 case vers la droite. Où est-il maintenant ?;au milieu à droite;en bas à gauche;en haut au centre;en haut à droite
42312;Dans une grille de 3 cases sur 3, un objet est en bas à droite. On le déplace de 1 case vers le haut. Où est-il maintenant ?;au milieu à droite;en bas au centre;en haut au centre;en haut à gauche
42313;Dans une grille de 3 cases sur 3, un objet est en haut au centre. On le déplace de 1 case vers la droite. Où est-il maintenant ?;en haut à droite;en haut à gauche;en bas à droite;au milieu à droite
42314;Dans une grille de 3 cases sur 3, un objet est en bas à droite. On le déplace de 2 cases vers la gauche. Où est-il maintenant ?;en bas à gauche;en bas à droite;en bas au centre;en haut au centre
42315;Dans une grille de 3 cases sur 3, un objet est au milieu à droite. On le déplace de 2 cases vers la gauche. Où est-il maintenant ?;au milieu à gauche;en bas au centre;au centre;en haut au centre
42316;Dans une grille de 3 cases sur 3, un objet est en haut à gauche. On le déplace de 1 case vers le bas. Où est-il maintenant ?;au milieu à gauche;en haut à droite;en bas à gauche;au centre
42317;Dans une grille de 3 cases sur 3, un objet est au milieu à gauche. On le déplace de 2 cases vers la droite. Où est-il maintenant ?;au milieu à droite;en haut au centre;en haut à droite;en haut à gauche
42318;Dans une grille de 3 cases sur 3, un objet est en haut au centre. On le déplace de 2 cases vers le bas. Où est-il maintenant ?;en bas au centre;au milieu à gauche;en haut à droite;au centre
42319;Dans une grille de 3 cases sur 3, un objet est en haut à gauche. On le déplace de 2 cases vers le bas. Où est-il maintenant ?;en bas à gauche;en bas à droite;en haut au centre;au centre
42320;Dans une grille de 3 cases sur 3, un objet est en bas à gauche. On le déplace de 1 case vers le haut. Où est-il maintenant ?;au milieu à gauche;en bas au centre;en bas à gauche;en haut au centre
42321;Dans une grille de 3 cases sur 3, un objet est en haut à droite. On le déplace de 1 case vers le bas. Où est-il maintenant ?;au milieu à droite;en bas au centre;en bas à droite;en haut au centre
42322;Dans une grille de 3 cases sur 3, un objet est en bas à droite. On le déplace de 2 cases vers le haut. Où est-il maintenant ?;en haut à droite;en bas à droite;en bas à gauche;en bas au centre
42323;Dans une grille de 3 cases sur 3, un objet est au milieu à gauche. On le déplace de 1 case vers le bas. Où est-il maintenant ?;en bas à gauche;au milieu à droite;en haut à gauche;au milieu à gauche
42324;Dans une grille de 3 cases sur 3, un objet est en haut au centre. On le déplace de 1 case vers le bas. Où est-il maintenant ?;au centre;au milieu à gauche;en bas à droite;en haut au centre
42325;Dans une grille de 3 cases sur 3, un objet est en bas à gauche. On le déplace de 2 cases vers le haut. Où est-il maintenant ?;en haut à gauche;en bas à gauche;au milieu à gauche;en bas au centre
42326;Hugo est plus grand que Tom. Tom est plus grand que Léo. Qui est le plus petit ?;Léo;Hugo;Tom;Impossible à savoir
42327;Alice est plus grande que Enzo. Enzo est plus grand que Léo. Qui est le plus grand ?;Alice;Enzo;Léo;Impossible à savoir
42328;Zoé est plus grande que Léa. Léa est plus grande que Camille. Qui est le plus petit ?;Camille;Zoé;Léa;Impossible à savoir
42329;Léna est plus grande que Adam. Adam est plus grand que Nolan. Qui est le plus grand ?;Léna;Adam;Nolan;Impossible à savoir
42330;Léo est plus grand que Lina. Lina est plus grande que Léa. Qui est ni le plus grand, ni le plus petit ?;Lina;Léo;Léa;Impossible à savoir
42331;Enzo est plus grand que Zoé. Zoé est plus grande que Noah. Qui est le plus petit ?;Noah;Enzo;Zoé;Impossible à savoir
42332;Nina est plus grande que Léo. Léo est plus grand que Enzo. Qui est le plus petit ?;Enzo;Nina;Léo;Impossible à savoir
42333;Camille est plus grande que Jade. Jade est plus grande que Léo. Qui est le plus petit ?;Léo;Camille;Jade;Impossible à savoir
42334;Léa est plus grande que Nina. Nina est plus grande que Lina. Qui est le plus grand ?;Léa;Nina;Lina;Impossible à savoir
42335;Zoé est plus grande que Adam. Adam est plus grand que Tom. Qui est ni le plus grand, ni le plus petit ?;Adam;Zoé;Tom;Impossible à savoir
42336;Lina est plus grande que Zoé. Zoé est plus grande que Noah. Qui est le plus grand ?;Lina;Zoé;Noah;Impossible à savoir
42337;Max est plus grand que Noah. Noah est plus grand que Adam. Qui est le plus grand ?;Max;Noah;Adam;Impossible à savoir
42338;Adam est plus grand que Hugo. Hugo est plus grand que Lina. Qui est le plus grand ?;Adam;Hugo;Lina;Impossible à savoir
42339;Théo est plus grand que Hugo. Hugo est plus grand que Max. Qui est ni le plus grand, ni le plus petit ?;Hugo;Théo;Max;Impossible à savoir
42340;Camille est plus grande que Léa. Léa est plus grande que Tom. Qui est le plus grand ?;Camille;Léa;Tom;Impossible à savoir
42341;Tom est plus grand que Léo. Léo est plus grand que Nolan. Qui est le plus grand ?;Tom;Léo;Nolan;Impossible à savoir
42342;Enzo est plus grand que Adam. Adam est plus grand que Emma. Qui est le plus petit ?;Emma;Enzo;Adam;Impossible à savoir
42343;Emma est plus grande que Alice. Alice est plus grande que Adam. Qui est le plus grand ?;Emma;Alice;Adam;Impossible à savoir
42344;Léo est plus grand que Théo. Théo est plus grand que Nolan. Qui est le plus petit ?;Nolan;Léo;Théo;Impossible à savoir
42345;Tom est plus grand que Mia. Mia est plus grande que Lina. Qui est le plus grand ?;Tom;Mia;Lina;Impossible à savoir
42346;Théo est plus grand que Léo. Léo est plus grand que Max. Qui est ni le plus grand, ni le plus petit ?;Léo;Théo;Max;Impossible à savoir
42347;Zoé est plus grande que Sacha. Sacha est plus grande que Mia. Qui est le plus petit ?;Mia;Zoé;Sacha;Impossible à savoir
42348;Hugo est plus grand que Alice. Alice est plus grande que Léa. Qui est ni le plus grand, ni le plus petit ?;Alice;Hugo;Léa;Impossible à savoir
42349;Mia est plus grande que Jade. Jade est plus grande que Noah. Qui est ni le plus grand, ni le plus petit ?;Jade;Mia;Noah;Impossible à savoir
42350;Léa est plus grande que Jade. Jade est plus grande que Zoé. Qui est le plus grand ?;Léa;Jade;Zoé;Impossible à savoir
42351;Tom est plus grand que Lina. Lina est plus grande que Théo. Qui est le plus grand ?;Tom;Lina;Théo;Impossible à savoir
42352;Jade est plus grande que Max. Max est plus grand que Camille. Qui est ni le plus grand, ni le plus petit ?;Max;Jade;Camille;Impossible à savoir
42353;Hugo est plus grand que Zoé. Zoé est plus grande que Nina. Qui est le plus grand ?;Hugo;Zoé;Nina;Impossible à savoir
42354;Hugo est plus grand que Théo. Théo est plus grand que Jade. Qui est le plus petit ?;Jade;Hugo;Théo;Impossible à savoir
42355;Sacha est plus grande que Mia. Mia est plus grande que Tom. Qui est le plus grand ?;Sacha;Mia;Tom;Impossible à savoir
42356;Sacha est plus grande que Alice. Alice est plus grande que Jade. Qui est le plus grand ?;Sacha;Alice;Jade;Impossible à savoir
42357;Sacha est plus grande que Nolan. Nolan est plus grand que Mia. Qui est le plus petit ?;Mia;Sacha;Nolan;Impossible à savoir
42358;Noah est plus grand que Léna. Léna est plus grande que Lina. Qui est le plus petit ?;Lina;Noah;Léna;Impossible à savoir
42359;Nina est plus grande que Jade. Jade est plus grande que Sacha. Qui est le plus petit ?;Sacha;Nina;Jade;Impossible à savoir
42360;Mia est plus grande que Jade. Jade est plus grande que Nina. Qui est ni le plus grand, ni le plus petit ?;Jade;Mia;Nina;Impossible à savoir
42361;Enzo est plus grand que Sacha. Sacha est plus grande que Léna. Qui est ni le plus grand, ni le plus petit ?;Sacha;Enzo;Léna;Impossible à savoir
42362;Camille est plus grande que Alice. Alice est plus grande que Léo. Qui est ni le plus grand, ni le plus petit ?;Alice;Camille;Léo;Impossible à savoir
42363;Théo est plus grand que Sacha. Sacha est plus grande que Léna. Qui est le plus petit ?;Léna;Théo;Sacha;Impossible à savoir
42364;Jade est plus grande que Noah. Noah est plus grand que Sacha. Qui est le plus grand ?;Jade;Noah;Sacha;Impossible à savoir
42365;Nolan est plus grand que Théo. Théo est plus grand que Léna. Qui est le plus petit ?;Léna;Nolan;Théo;Impossible à savoir
42366;Alice est plus grande que Enzo. Enzo est plus grand que Léna. Qui est le plus petit ?;Léna;Alice;Enzo;Impossible à savoir
42367;Hugo est plus grand que Sacha. Sacha est plus grande que Nolan. Qui est le plus grand ?;Hugo;Sacha;Nolan;Impossible à savoir
42368;Camille est plus grande que Noah. Noah est plus grand que Tom. Qui est ni le plus grand, ni le plus petit ?;Noah;Camille;Tom;Impossible à savoir
42369;Camille est plus grande que Tom. Tom est plus grand que Théo. Qui est le plus petit ?;Théo;Camille;Tom;Impossible à savoir
42370;Max est plus grand que Noah. Noah est plus grand que Emma. Qui est le plus grand ?;Max;Noah;Emma;Impossible à savoir
42371;Léna est plus grande que Sacha. Sacha est plus grande que Théo. Qui est le plus petit ?;Théo;Léna;Sacha;Impossible à savoir
42372;Adam est plus grand que Noah. Noah est plus grand que Tom. Qui est ni le plus grand, ni le plus petit ?;Noah;Adam;Tom;Impossible à savoir
42373;Alice est plus grande que Mia. Mia est plus grande que Nolan. Qui est le plus petit ?;Nolan;Alice;Mia;Impossible à savoir
42374;Théo est plus grand que Max. Max est plus grand que Jade. Qui est le plus grand ?;Théo;Max;Jade;Impossible à savoir
42375;Jade est plus grande que Tom. Tom est plus grand que Camille. Qui est le plus grand ?;Jade;Tom;Camille;Impossible à savoir
42376;Alice est plus grande que Adam. Adam est plus grand que Tom. Qui est le plus grand ?;Alice;Adam;Tom;Impossible à savoir
42377;Hugo est plus grand que Zoé. Zoé est plus grande que Mia. Qui est le plus petit ?;Mia;Hugo;Zoé;Impossible à savoir
42378;Sacha est plus grande que Lina. Lina est plus grande que Nina. Qui est le plus petit ?;Nina;Sacha;Lina;Impossible à savoir
42379;Max est plus grand que Lina. Lina est plus grande que Léa. Qui est le plus grand ?;Max;Lina;Léa;Impossible à savoir
42380;Hugo est plus grand que Jade. Jade est plus grande que Zoé. Qui est le plus grand ?;Hugo;Jade;Zoé;Impossible à savoir
42381;Enzo est plus grand que Jade. Jade est plus grande que Hugo. Qui est ni le plus grand, ni le plus petit ?;Jade;Enzo;Hugo;Impossible à savoir
42382;Mia est plus grande que Tom. Tom est plus grand que Enzo. Qui est le plus petit ?;Enzo;Mia;Tom;Impossible à savoir
42383;Zoé est plus grande que Noah. Noah est plus grand que Léna. Qui est le plus petit ?;Léna;Zoé;Noah;Impossible à savoir
42384;Nina est plus grande que Sacha. Sacha est plus grande que Mia. Qui est le plus petit ?;Mia;Nina;Sacha;Impossible à savoir
42385;Adam est plus grand que Noah. Noah est plus grand que Sacha. Qui est le plus petit ?;Sacha;Adam;Noah;Impossible à savoir
42386;S'il est fatigué, Zoé va se coucher. Il est fatigué. Donc Zoé…;va se coucher;allume la lumière;sort en récréation;ne fait rien
42387;S'il fait froid, Léna met un manteau. Il fait froid. Donc Léna…;met un manteau;avance;va se coucher;ne fait rien
42388;S'il fait nuit, Alice allume la lumière. Il fait nuit. Donc Alice…;allume la lumière;mange un fruit;va se coucher;ne fait rien
42389;Si le feu est vert, Camille avance. Le feu est vert. Donc Camille…;avance;se réveille;allume la lumière;ne fait rien
42390;S'il pleut, Alice prend un parapluie. Il pleut. Donc Alice…;prend un parapluie;met un manteau;se réveille;ne fait rien
42391;S'il est fatigué, Mia va se coucher. Il est fatigué. Donc Mia…;va se coucher;boit un verre d'eau;prend un parapluie;ne fait rien
42392;S'il a faim, Nolan mange un fruit. Il a faim. Donc Nolan…;mange un fruit;frappe;se réveille;ne fait rien
42393;S'il fait froid, Léa met un manteau. Il fait froid. Donc Léa…;met un manteau;frappe;prend un parapluie;ne fait rien
42394;Si le réveil sonne, Léa se réveille. Le réveil sonne. Donc Léa…;se réveille;boit de l'eau fraîche;sort en récréation;ne fait rien
42395;S'il fait chaud, Léna boit de l'eau fraîche. Il fait chaud. Donc Léna…;boit de l'eau fraîche;frappe;avance;ne fait rien
42396;Si le réveil sonne, Jade se réveille. Le réveil sonne. Donc Jade…;se réveille;mange un fruit;s'arrête;ne fait rien
42397;Si la porte est fermée, Enzo frappe. La porte est fermée. Donc Enzo…;frappe;met un manteau;sort en récréation;ne fait rien
42398;S'il a soif, Nina boit un verre d'eau. Il a soif. Donc Nina…;boit un verre d'eau;se réveille;frappe;ne fait rien
42399;Si la cloche sonne, Sacha sort en récréation. La cloche sonne. Donc Sacha…;sort en récréation;boit de l'eau fraîche;se réveille;ne fait rien
42400;S'il est fatigué, Emma va se coucher. Il est fatigué. Donc Emma…;va se coucher;sort en récréation;prend un parapluie;ne fait rien
42401;Si la cloche sonne, Jade sort en récréation. La cloche sonne. Donc Jade…;sort en récréation;mange un fruit;met un manteau;ne fait rien
42402;Si le feu est vert, Nina avance. Le feu est vert. Donc Nina…;avance;boit un verre d'eau;se réveille;ne fait rien
42403;S'il fait nuit, Sacha allume la lumière. Il fait nuit. Donc Sacha…;allume la lumière;avance;met un manteau;ne fait rien
42404;S'il fait froid, Camille met un manteau. Il fait froid. Donc Camille…;met un manteau;mange un fruit;allume la lumière;ne fait rien
42405;Si le feu est rouge, Léna s'arrête. Le feu est rouge. Donc Léna…;s'arrête;boit de l'eau fraîche;va se coucher;ne fait rien
42406;S'il a soif, Alice boit un verre d'eau. Il a soif. Donc Alice…;boit un verre d'eau;mange un fruit;met un manteau;ne fait rien
42407;S'il fait nuit, Lina allume la lumière. Il fait nuit. Donc Lina…;allume la lumière;prend un parapluie;boit un verre d'eau;ne fait rien
42408;S'il fait nuit, Mia allume la lumière. Il fait nuit. Donc Mia…;allume la lumière;s'arrête;va se coucher;ne fait rien
42409;S'il a faim, Nina mange un fruit. Il a faim. Donc Nina…;mange un fruit;sort en récréation;avance;ne fait rien
42410;S'il est fatigué, Hugo va se coucher. Il est fatigué. Donc Hugo…;va se coucher;frappe;se réveille;ne fait rien
42411;Si le réveil sonne, Camille se réveille. Le réveil sonne. Donc Camille…;se réveille;avance;prend un parapluie;ne fait rien
42412;Si le réveil sonne, Sacha se réveille. Le réveil sonne. Donc Sacha…;se réveille;sort en récréation;boit de l'eau fraîche;ne fait rien
42413;S'il fait nuit, Théo allume la lumière. Il fait nuit. Donc Théo…;allume la lumière;va se coucher;avance;ne fait rien
42414;Si la cloche sonne, Théo sort en récréation. La cloche sonne. Donc Théo…;sort en récréation;met un manteau;s'arrête;ne fait rien
42415;S'il fait chaud, Zoé boit de l'eau fraîche. Il fait chaud. Donc Zoé…;boit de l'eau fraîche;met un manteau;frappe;ne fait rien
42416;S'il fait nuit, Emma allume la lumière. Il fait nuit. Donc Emma…;allume la lumière;prend un parapluie;se réveille;ne fait rien
42417;S'il fait chaud, Nina boit de l'eau fraîche. Il fait chaud. Donc Nina…;boit de l'eau fraîche;boit un verre d'eau;va se coucher;ne fait rien
42418;S'il est fatigué, Lina va se coucher. Il est fatigué. Donc Lina…;va se coucher;frappe;allume la lumière;ne fait rien
42419;Si le feu est rouge, Lina s'arrête. Le feu est rouge. Donc Lina…;s'arrête;met un manteau;se réveille;ne fait rien
42420;Si le feu est vert, Max avance. Le feu est vert. Donc Max…;avance;allume la lumière;sort en récréation;ne fait rien
42421;Si la cloche sonne, Mia sort en récréation. La cloche sonne. Donc Mia…;sort en récréation;boit un verre d'eau;se réveille;ne fait rien
42422;Si le feu est rouge, Max s'arrête. Le feu est rouge. Donc Max…;s'arrête;se réveille;boit un verre d'eau;ne fait rien
42423;Si le réveil sonne, Hugo se réveille. Le réveil sonne. Donc Hugo…;se réveille;met un manteau;frappe;ne fait rien
42424;Si le réveil sonne, Enzo se réveille. Le réveil sonne. Donc Enzo…;se réveille;boit un verre d'eau;mange un fruit;ne fait rien
42425;Si le réveil sonne, Zoé se réveille. Le réveil sonne. Donc Zoé…;se réveille;prend un parapluie;avance;ne fait rien
42426;S'il fait chaud, Enzo boit de l'eau fraîche. Il fait chaud. Donc Enzo…;boit de l'eau fraîche;sort en récréation;allume la lumière;ne fait rien
42427;S'il pleut, Léa prend un parapluie. Il pleut. Donc Léa…;prend un parapluie;avance;frappe;ne fait rien
42428;S'il pleut, Théo prend un parapluie. Il pleut. Donc Théo…;prend un parapluie;met un manteau;boit de l'eau fraîche;ne fait rien
42429;S'il a faim, Zoé mange un fruit. Il a faim. Donc Zoé…;mange un fruit;frappe;allume la lumière;ne fait rien
42430;S'il pleut, Emma prend un parapluie. Il pleut. Donc Emma…;prend un parapluie;va se coucher;boit de l'eau fraîche;ne fait rien
42431;S'il fait froid, Alice met un manteau. Il fait froid. Donc Alice…;met un manteau;prend un parapluie;boit un verre d'eau;ne fait rien
42432;S'il pleut, Hugo prend un parapluie. Il pleut. Donc Hugo…;prend un parapluie;met un manteau;avance;ne fait rien
42433;S'il fait froid, Sacha met un manteau. Il fait froid. Donc Sacha…;met un manteau;se réveille;s'arrête;ne fait rien
42434;S'il fait nuit, Nolan allume la lumière. Il fait nuit. Donc Nolan…;allume la lumière;boit un verre d'eau;met un manteau;ne fait rien
42435;S'il fait froid, Théo met un manteau. Il fait froid. Donc Théo…;met un manteau;prend un parapluie;sort en récréation;ne fait rien
42436;Le contraire de propre est sale. Le contraire de sec est…;mouillé;sale;descendre;sombre
42437;Le contraire de neuf est vieux. Le contraire de dur est…;mou;vieux;nuit;étroit
42438;Le contraire de gentil est méchant. Le contraire de calme est…;bruyant;méchant;étroit;froid
42439;Le contraire de lourd est léger. Le contraire de propre est…;sale;léger;petit;bas
42440;Le contraire de grand est petit. Le contraire de gagner est…;perdre;petit;descendre;faible
42441;Le contraire de monter est descendre. Le contraire de dur est…;mou;descendre;bas;petit
42442;Le contraire de facile est difficile. Le contraire de plein est…;vide;difficile;sale;froid
42443;Le contraire de tôt est tard. Le contraire de gentil est…;méchant;tard;finir;vide
42444;Le contraire de fort est faible. Le contraire de facile est…;difficile;faible;fin;nuit
42445;Le contraire de sec est mouillé. Le contraire de lourd est…;léger;mouillé;difficile;fermé
42446;Le contraire de sec est mouillé. Le contraire de rapide est…;lent;mouillé;sale;fermé
42447;Le contraire de neuf est vieux. Le contraire de clair est…;sombre;vieux;lent;étroit
42448;Le contraire de épais est fin. Le contraire de rapide est…;lent;fin;faible;froid
42449;Le contraire de fort est faible. Le contraire de épais est…;fin;faible;lent;perdre
42450;Le contraire de calme est bruyant. Le contraire de lourd est…;léger;bruyant;faible;vieux
42451;Le contraire de propre est sale. Le contraire de monter est…;descendre;sale;bruyant;méchant
42452;Le contraire de commencer est finir. Le contraire de fort est…;faible;finir;léger;froid
42453;Le contraire de neuf est vieux. Le contraire de jour est…;nuit;vieux;perdre;content
42454;Le contraire de calme est bruyant. Le contraire de dur est…;mou;bruyant;perdre;tard
42455;Le contraire de lourd est léger. Le contraire de jour est…;nuit;léger;lent;descendre
42456;Le contraire de large est étroit. Le contraire de monter est…;descendre;étroit;petit;content
42457;Le contraire de clair est sombre. Le contraire de gentil est…;méchant;sombre;bruyant;faible
42458;Le contraire de facile est difficile. Le contraire de gentil est…;méchant;difficile;vide;étroit
42459;Le contraire de calme est bruyant. Le contraire de haut est…;bas;bruyant;difficile;fermé
42460;Le contraire de haut est bas. Le contraire de tôt est…;tard;bas;vieux;mouillé
42461;Le contraire de grand est petit. Le contraire de large est…;étroit;petit;sale;perdre
42462;Le contraire de facile est difficile. Le contraire de tôt est…;tard;difficile;léger;étroit
42463;Le contraire de gentil est méchant. Le contraire de fort est…;faible;méchant;sale;perdre
42464;Le contraire de triste est content. Le contraire de commencer est…;finir;content;mouillé;tard
42465;Le contraire de ouvert est fermé. Le contraire de commencer est…;finir;fermé;vieux;perdre
42466;Parmi 755, 536, 954, 820 : quel est le plus grand nombre ?;954;755;536;820
42467;Parmi 419, 344, 688, 64 : quel est le plus grand nombre ?;688;419;344;64
42468;Parmi 446, 369, 758, 708 : quel est le plus grand nombre ?;758;446;369;708
42469;Parmi 707, 582, 757, 788 : quel est le plus grand nombre ?;788;707;582;757
42470;Parmi 426, 762, 98, 207 : quel est le plus grand nombre ?;762;426;98;207
42471;Parmi 72, 168, 341, 960 : quel est le plus grand nombre ?;960;72;168;341
42472;Parmi 442, 594, 162, 588 : quel est le plus petit nombre ?;162;442;594;588
42473;Parmi 595, 216, 693, 54 : quel est le plus grand nombre ?;693;595;216;54
42474;Parmi 919, 204, 209, 17 : quel est le plus petit nombre ?;17;919;204;209
42475;Parmi 122, 160, 384, 727 : quel est le plus grand nombre ?;727;122;160;384
42476;Parmi 720, 591, 588, 638 : quel est le plus grand nombre ?;720;591;588;638
42477;Parmi 640, 649, 175, 54 : quel est le plus petit nombre ?;54;640;649;175
42478;Parmi 636, 680, 204, 458 : quel est le plus petit nombre ?;204;636;680;458
42479;Parmi 199, 860, 270, 239 : quel est le plus grand nombre ?;860;199;270;239
42480;Parmi 211, 320, 49, 577 : quel est le plus petit nombre ?;49;211;320;577
42481;Parmi 913, 267, 944, 393 : quel est le plus grand nombre ?;944;913;267;393
42482;Parmi 414, 998, 397, 887 : quel est le plus petit nombre ?;397;414;998;887
42483;Parmi 516, 111, 273, 396 : quel est le plus petit nombre ?;111;516;273;396
42484;Parmi 302, 34, 875, 493 : quel est le plus grand nombre ?;875;302;34;493
42485;Parmi 482, 779, 391, 649 : quel est le plus petit nombre ?;391;482;779;649
42486;Parmi 837, 487, 440, 495 : quel est le plus petit nombre ?;440;837;487;495
42487;Parmi 485, 684, 132, 934 : quel est le plus petit nombre ?;132;485;684;934
42488;Parmi 438, 876, 881, 204 : quel est le plus grand nombre ?;881;438;876;204
42489;Parmi 702, 189, 371, 248 : quel est le plus petit nombre ?;189;702;371;248
42490;Parmi 732, 616, 296, 901 : quel est le plus grand nombre ?;901;732;616;296
42491;Parmi 902, 693, 33, 596 : quel est le plus grand nombre ?;902;693;33;596
42492;Parmi 21, 103, 654, 767 : quel est le plus petit nombre ?;21;103;654;767
42493;Parmi 958, 255, 349, 259 : quel est le plus grand nombre ?;958;255;349;259
42494;Parmi 187, 882, 744, 522 : quel est le plus grand nombre ?;882;187;744;522
42495;Parmi 696, 457, 275, 43 : quel est le plus petit nombre ?;43;696;457;275
42496;Parmi 361, 995, 385, 979 : quel est le plus grand nombre ?;995;361;385;979
42497;Parmi 812, 333, 600, 670 : quel est le plus grand nombre ?;812;333;600;670
42498;Parmi 652, 864, 401, 801 : quel est le plus petit nombre ?;401;652;864;801
42499;Parmi 219, 205, 176, 410 : quel est le plus grand nombre ?;410;219;205;176
