id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
25254;question;Quel gâteau a préparé la maman de Chiara ?;un gâteau au chocolat;un gâteau aux fraises;une tarte aux pommes;des cookies;25252;L
25255;question;Combien de bougies Chiara souffle-t-elle ?;huit;six;dix;sept;25252;L
25256;question;Que fait tout le monde en même temps que les bougies ?;on chante en choeur;on applaudit en silence;on éteint les lumières;on prend des photos seulement;25252;L
25257;question;Que lui offrent ses amis ?;des cadeaux colorés;des fleurs;des bonbons;de l'argent;25252;L
25258;question;Comment Chiara ouvre-t-elle ses cadeaux ?;avec impatience;sans grand intérêt;en pleurant;très lentement;25252;L
25259;question;À quoi jouent-ils dans le jardin ?;à caché-cache;au ballon;aux billes;à la corde à sauter;25252;L
25260;question;Que découvre Chiara parmi ses cadeaux ?;un livre qu'elle voulait;un jouet électronique;des vêtements;un animal;25252;L
25261;question;Que fait Chiara en découvrant ce livre ?;elle le serre contre elle;elle le range sans le regarder;elle le donne à une amie;elle est déçue;25252;L
25262;question;Que fait-on toute la soirée ?;on chante et on danse;on regarde un film;on dort tôt;on range la maison;25252;L
25263;question;Qui se laisse entraîner par la musique ?;les grands eux-mêmes;seulement les enfants;personne;seulement Chiara;25252;L
25264;question;Que fait Chiara avant d'aller se coucher ?;elle remercie tout le monde;elle part sans un mot;elle pleure de fatigue;elle range seule toute la maison;25252;L
25265;question;Que veut dire 'endiablée' dans le texte ?;très animée et joyeuse;très calme et silencieuse;dangereuse;ennuyeuse;25252;V
25266;question;Que veut dire 'entourée' dans le texte ?;accompagnée de personnes autour d'elle;seule dans une pièce;loin de tous;cachée quelque part;25252;V
25267;question;Que veut dire 'en choeur' dans le texte ?;tous ensemble, en même temps;chacun à son tour;en silence;un par un seulement;25252;V
25268;question;Que veut dire 'se laisser entraîner' dans le texte ?;se mettre à participer sans y avoir pensé au début;refuser catégoriquement de participer;observer sans bouger;quitter la pièce;25252;V
25269;question;Pourquoi tout le monde applaudit-il quand Chiara souffle les bougies ?;c'est une façon de féliciter et célébrer avec elle;elle a gagné un jeu;elle a fait une erreur amusante;c'est la fin de la fête;25252;I
25270;question;Qu'est-ce qui montre que cette fête à beaucoup plu à Chiara ?;elle garde un souvenir merveilleux de cette journée;elle oublie vite cette journée;elle est pressée que ça se termine;elle préfère ses anniversaires précédents;25252;I
25271;question;Pourquoi Chiara serre-t-elle le livre contre elle ?;elle est très contente de recevoir ce cadeau attendu;elle a peur qu'on le lui reprenne;elle ne sait pas quoi en faire;c'est un geste habituel sans signification;25252;I
25272;question;Que peut-on déduire de l'ambiance de cette fête d'anniversaire ?;c'est une fête joyeuse et chaleureuse pour tous;c'est une fête triste et ennuyeuse;peu de gens s'amusent vraiment;la fête se termine mal;25252;I
25273;passage;Chaque mercredi, Liam se rend à la bibliothèque du quartier avec sa maman. C'est son moment préféré de la semaine. Ce jour-là, il cherche activement un livre passionnant sur les dinosaures. Il en a déjà lu plusieurs sur ce sujet. La bibliothécaire, très serviable, l'aide à trouver plusieurs ouvrages illustrés. Elle connaît bien les goûts de Liam. Liam s'installe confortablement dans un grand fauteuil près de la fenêtre. C'est toujours sa place préférée. Il plonge alors dans une histoire de dragons pleine d'aventures. Les pages défilent très vite, tant l'histoire le captive. Non loin de lui, un autre garçon lit tranquillement une bande dessinée. Les deux enfants échangent un sourire complice. Avant de repartir, Liam choisit trois livres qu'il emporte chez lui. Il les choisit avec le plus grand soin. Il a déjà hâte de retrouver son fauteuil favori la semaine prochaine, pour continuer sa lecture au calme.;;;;;;
25274;question;Quel jour Liam va-t-il à la bibliothèque ?;le mercredi;le lundi;le samedi;le dimanche;25273;L
25275;question;Comment Liam considère-t-il ce moment de la semaine ?;c'est son moment préféré;c'est une corvée;c'est un moment ordinaire;il n'y pense pas;25273;L
25276;question;Que cherche Liam ce jour-là ?;un livre sur les dinosaures;un jeu vidéo;un cahier;un jouet;25273;L
25277;question;Combien de livres sur ce sujet Liam à-t-il déjà lus ?;plusieurs;aucun;un seul;tous ceux de la bibliothèque;25273;L
25278;question;Qui l'aide à trouver un livre ?;la bibliothécaire;sa maman;son ami;la maîtresse;25273;L
25279;question;Que sait la bibliothécaire à propos de Liam ?;elle connaît bien ses goûts;elle ne le connaît pas;elle le confond avec un autre enfant;rien de particulier;25273;L
25280;question;Où Liam s'installe-t-il pour lire ?;un grand fauteuil près de la fenêtre;une chaise en bois;le sol;une table haute;25273;L
25281;question;Comment Liam qualifie-t-il cette place ?;sa place préférée;une place inconfortable;une place qu'il n'aime pas;une place occupée par un autre enfant;25273;L
25282;question;Quelle histoire Liam lit-il ?;une histoire de dragons;une histoire de princesses;une histoire de pirates;une histoire de robots;25273;L
25283;question;Pourquoi les pages défilent-elles vite selon le texte ?;l'histoire captive beaucoup Liam;le livre est très court;Liam lit très mal;il tourne les pages sans lire;25273;L
25284;question;Que font Liam et l'autre garçon ?;ils échangent un sourire complice;ils se disputent;ils s'ignorent complètement;ils changent de place;25273;L
25285;question;Comment Liam choisit-il ses trois livres ?;avec le plus grand soin;au hasard;sans y réfléchir;en suivant les conseils de sa maman uniquement;25273;L
25286;question;Que veut dire 'serviable' dans le texte ?;toujours prête à aider;toujours pressée;peu aimable;très sévère;25273;V
25287;question;Que veut dire 'captive' dans le texte ?;retient l'attention avec beaucoup d'intérêt;ennuie profondément;rend triste;fait peur;25273;V
25288;question;Que veut dire 'complice' dans le texte, à propos du sourire ?;qui exprime une entente silencieuse et partagée;qui exprime de la moquerie;qui exprime de la tristesse;qui exprime de la colère;25273;V
25289;question;Que veut dire 'ouvrages' dans le texte ?;des livres;des jouets;des cahiers d'exercices;des jeux de société;25273;V
25290;question;Pourquoi Liam choisit-il un livre sur les dinosaures ?;ce sujet le passionne visiblement;sa maman le lui impose;c'est le seul livre disponible;il n'aime pas vraiment ce sujet;25273;I
25291;question;Qu'est-ce qui montre que Liam aime beaucoup lire ?;il a hâte de retrouver son fauteuil pour lire encore;il rend ses livres sans les ouvrir;il préfère jouer dehors;il oublie souvent d'aller à la bibliothèque;25273;I
25292;question;Pourquoi Liam et l'autre garçon échangent-ils un sourire ?;ils partagent silencieusement le plaisir de la lecture;ils se connaissent depuis toujours;ils viennent de se disputer;ils s'ennuient tous les deux;25273;I
25293;question;Que peut-on déduire de la relation de Liam avec la bibliothèque ?;c'est un lieu familier et important pour lui;c'est un endroit qu'il découvre pour la première fois;c'est un lieu qu'il n'aime pas fréquenter;il y va contre son gré;25273;I
25294;passage;Amelia va à la piscine municipale chaque samedi matin avec son papa. C'est devenu une véritable habitude. Dès son arrivée, elle enfile son maillot de bain rose préféré. Elle est toujours impatiente de plonger dans l'eau. Sans hésiter, Amelia saute dans le grand bassin et commence à s'exercer à nager. Elle progresse un peu plus chaque semaine. Son papa la regarde depuis le bord, fier de voir ses progrès rapides. Il l'encourage à chaque longueur. Amelia glisse ensuite plusieurs fois sur le grand toboggan bleu. Elle rit à chaque descente, sans jamais se lasser. Un maître nageur surveille attentivement tous les enfants qui jouent dans l'eau. Il siffle parfois pour rappeler les règles. Après la séance, Amelia mange une glace au chocolat sur une chaise longue. Le soleil réchauffe agréablement sa peau. Fatiguée mais très heureuse, elle a déjà hâte de revenir la semaine suivante. Elle en parle même à l'école toute la semaine.;;;;;;
25295;question;Où Amelia va-t-elle chaque samedi ?;à la piscine municipale;au parc;à l'école;au zoo;25294;L
25296;question;Comment Amelia considère-t-elle cette sortie ?;c'est devenu une véritable habitude;c'est une nouveauté pour elle;elle n'y va que rarement;elle déteste y aller;25294;L
25297;question;De quelle couleur est son maillot ?;rose;bleu;vert;jaune;25294;L
25298;question;À quoi Amelia s'exerce-t-elle dans le bassin ?;nager;plonger du plongeoir;faire des sauts;flotter seulement;25294;L
25299;question;Comment ses progrès évoluent-ils selon le texte ?;elle progresse un peu plus chaque semaine;elle stagne depuis le début;elle régresse un peu;elle sait déjà tout faire;25294;L
25300;question;D'ou son papa la regarde-t-il ?;depuis le bord;depuis la voiture;il ne la regarde pas;depuis les vestiaires;25294;L
25301;question;Que fait son papa pendant qu'elle nage ?;il l'encourage à chaque longueur;il lit un livre sans la regarder;il dort;il part faire des courses;25294;L
25302;question;Sur quoi Amelia glisse-t-elle ensuite ?;le grand toboggan bleu;un petit toboggan;une corde;un plongeoir;25294;L
25303;question;Qui surveille les enfants dans l'eau ?;un maître nageur;le papa d'Amelia;personne;un autre enfant;25294;L
25304;question;Que fait le maître nageur parfois ?;il siffle pour rappeler les règles;il nage avec les enfants;il ferme la piscine;il vend des glaces;25294;L
25305;question;Que mange Amelia après la séance ?;une glace au chocolat;un fruit;un sandwich;rien du tout;25294;L
25306;question;De quoi Amelia parle-t-elle toute la semaine à l'école ?;de la piscine;de ses devoirs;de son anniversaire;d'un film;25294;L
25307;question;Que veut dire 'attentivement' dans le texte ?;avec beaucoup d'attention;sans faire attention;rapidement;de loin;25294;V
25308;question;Que veut dire 'progrès' dans le texte ?;amélioration dans ce qu'on apprend;des erreurs répétées;de la fatigue;de la peur;25294;V
25309;question;Que veut dire 'se lasser' dans le texte ?;perdre l'intérêt à force de répéter;adorer de plus en plus quelque chose;avoir peur de quelque chose;oublier quelque chose;25294;V
25310;question;Que veut dire 'véritable habitude' dans le texte ?;quelque chose que l'on fait très régulièrement;quelque chose de rare et exceptionnel;quelque chose de nouveau;quelque chose d'interdit;25294;V
25311;question;Pourquoi le papa d'Amelia est-il fier ?;il voit qu'elle progresse vite en natation;elle a gagné une compétition;elle a offert un cadeau;elle a bien rangé ses affaires;25294;I
25312;question;Qu'est-ce qui montre qu'Amelia aime beaucoup la piscine ?;elle a hâte d'y retourner la semaine suivante;elle demande à ne plus y aller;elle reste toujours au bord sans se baigner;elle s'ennuie tout le temps;25294;I
25313;question;Pourquoi le maître nageur siffle-t-il parfois ?;pour assurer la sécurité des enfants dans l'eau;pour annoncer la fermeture de la piscine;pour appeler Amelia spécifiquement;sans raison particulière;25294;I
25314;question;Que peut-on déduire du goût d'Amelia pour la natation ?;elle est en train de devenir une bonne nageuse et adore ça;elle n'aime pas du tout nager;elle nage seulement par obligation;elle préfère d'autres activités à la piscine;25294;I
25315;passage;Mateo part faire une longue balade à vélo avec sa maman, le long de la rivière. Le temps est ensoleillé et doux. Avant de partir, il attache soigneusement son casque bleu sous son menton. Sa maman vérifie que tout est bien en place. Pendant le trajet, Mateo observe des canards qui nagent tranquillement près de la berge. Il ralentit pour mieux les regarder. Un peu essouffle, il s'arrête pour boire une gorgée d'eau fraîche. Le soleil commence à taper un peu plus fort. Une côte assez raide se dresse ensuite devant eux. Rien qu'à la regarder, Mateo sent déjà ses jambes se fatiguer. Sa maman l'encourage gentiment. Elle lui rappelle qu'il est presque arrive en haut, et que l'effort en vaut la peine. Avec un dernier effort, Mateo pédale de toutes ses forces et atteint enfin le sommet de la côte. Il se sent extrêmement fier d'avoir tenu bon jusqu'au bout. La descente qui suit lui parait bien plus facile.;;;;;;
25316;question;Avec qui Mateo fait-il du vélo ?;sa maman;son papa;sa classe;son frère;25315;L
25317;question;Le long de quoi roulent-ils ?;la rivière;la route principale;la forêt;la plage;25315;L
25318;question;Comment est le temps ce jour-là ?;ensoleillé et doux;pluvieux;très froid;orageux;25315;L
25319;question;De quelle couleur est le casque de Mateo ?;bleu;rouge;vert;noir;25315;L
25320;question;Que Mateo observe-t-il pendant le trajet ?;des canards;des poissons;des cygnes;des grenouilles;25315;L
25321;question;Pourquoi Mateo ralentit-il ?;pour mieux regarder les canards;car son vélo est cassé;car sa maman le lui demande;car il est fatigué;25315;L
25322;question;Pourquoi Mateo s'arrête-t-il un peu plus tard ?;il est essoufflé et boit de l'eau;il a crevé un pneu;il a oublié quelque chose;il veut faire une pause photo;25315;L
25323;question;Que se dresse devant eux ensuite ?;une côte raide;un pont casse;une rivière à traverser;un champ boueux;25315;L
25324;question;Que ressent Mateo rien qu'en regardant la côte ?;ses jambes se fatiguer déjà;une grande envie de foncer;de l'indifférence;de la joie;25315;L
25325;question;Que lui rappelle sa maman ?;qu'il est presque en haut;qu'il doit rentrer tout de suite;qu'il faut faire demi-tour;qu'il roule trop vite;25315;L
25326;question;Comment Mateo atteint-il le sommet ?;avec un dernier effort;très facilement;en marchant à côté du vélo;en abandonnant puis recommençant;25315;L
25327;question;Comment la descente parait-elle à Mateo après la côte ?;bien plus facile;encore plus difficile;impossible à faire;sans intérêt;25315;L
25328;question;Que veut dire 'essouffle' dans le texte ?;à bout de souffle après un effort;très en forme;endormi;malade;25315;V
25329;question;Que veut dire 'se dresse' dans le texte ?;se trouve, apparaît devant eux;disparaît;s'écroule;recule;25315;V
25330;question;Que veut dire 'l'effort en vaut la peine' dans le texte ?;le résultat mérite les efforts fournis;l'effort ne sert à rien;il vaut mieux abandonner;l'effort fait mal pour rien;25315;V
25331;question;Que veut dire 'tenir bon' dans le texte ?;ne pas abandonner malgré la difficulté;abandonner rapidement;se reposer longtemps;changer d'activité;25315;V
25332;question;Pourquoi la maman de Mateo l'encourage-t-elle dans la côte ?;pour l'aider à ne pas abandonner;pour le faire aller plus vite que nécessaire;pour le punir de s'être arrête;parce qu'elle est pressée de rentrer;25315;I
25333;question;Qu'est-ce qui montre que Mateo est persévérant ?;il continue malgré la fatigue et atteint le sommet;il abandonne des la première difficulté;il demande à rentrer à mi-chemin;il refuse de refaire du vélo ensuite;25315;I
25334;question;Pourquoi la descente parait-elle plus facile à Mateo après la côte ?;l'effort de la montée rend le reste plus léger en comparaison;la descente est objectivement très courte;il roule désormais moins vite;il n'a plus à pédaler;25315;I
25335;question;Que peut-on déduire du caractère de Mateo dans cette histoire ?;il sait se dépasser malgré la difficulté;il abandonne facilement;il n'aime pas le sport;il préfère rester à la maison;25315;I
25336;passage;Freya découvre une cabane secrète dans les bois en jouant avec ses amis. Personne ne l'avait remarquée avant. Construite avec des branches et des feuilles, la cabane possède une petite porte basse. Il faut se baisser pour entrer. à l'intérieur, les enfants trouvent une table en bois fabriquée par un ancien visiteur. Elle est un peu abîmée mais solide. Ses amis apportent alors des coussins moelleux pour rendre l'endroit plus confortable. Chacun choisit sa place préférée. Un écureuil curieux les observe de loin, cache derrière le tronc d'un arbre. Il finit par s'approcher un peu. Freya décide de décorer les murs avec des dessins et des fleurs séchées. Le résultat lui plaît énormément. Chaque jour après l'école, les enfants reviennent dans leur refuge secret. Ils y inventent mille histoires et jeux. Freya adore par-dessus tout cet endroit rien qu'à eux. Elle espère que personne d'autre ne le découvrira jamais.;;;;;;
25337;question;Où Freya découvre-t-elle une cabane ?;dans les bois;dans son jardin;à l'école;à la plage;25336;L
25338;question;Est-ce que d'autres personnes connaissaient cette cabane avant ?;non, personne ne l'avait remarquée;oui, tout le village la connaissait;oui, seulement les adultes;on ne sait pas;25336;L
25339;question;En quoi est construite la cabane ?;des branches et des feuilles;du carton;des pierres;du métal;25336;L
25340;question;Comment faut-il entrer dans la cabane ?;en se baissant;en sautant;en rampant longtemps;il n'y à pas de porte;25336;L
25341;question;Que trouvent les enfants à l'intérieur ?;une table en bois;un lit;une cuisine;rien du tout;25336;L
25342;question;Comment est cette table ?;un peu abîmée mais solide;toute neuve;cassée et inutilisable;immense;25336;L
25343;question;Que apportent les amis de Freya ?;des coussins moelleux;des couvertures;des lampes;des livres;25336;L
25344;question;Quel animal les observe de loin ?;un écureuil;un oiseau;un renard;un lapin;25336;L
25345;question;Que fait finalement l'écureuil ?;il s'approche un peu;il s'enfuit définitivement;il attaque les enfants;il reste immobile toute la journée;25336;L
25346;question;Avec quoi Freya décore-t-elle les murs ?;des dessins et des fleurs séchées;de la peinture seulement;des photos;rien de particulier;25336;L
25347;question;Quand les enfants reviennent-ils dans la cabane ?;chaque jour après l'école;seulement le week-end;une fois par mois;jamais plus;25336;L
25348;question;Que fait Freya en voyant le résultat de sa décoration ?;cela lui plaît énormément;elle est déçue;elle recommence tout;elle s'en désintéresse;25336;L
25349;question;Que veut dire 'moelleux' dans le texte ?;doux et confortable;dur et rigide;froid;mouillé;25336;V
25350;question;Que veut dire 'refuge' dans le texte ?;un endroit ou l'on se sent bien et en sécurité;un endroit dangereux;un endroit interdit;un endroit très bruyant;25336;V
25351;question;Que veut dire 'rien qu'à eux' dans le texte ?;un endroit uniquement pour ce groupe d'amis;un endroit ouvert à tout le monde;un endroit partage avec des adultes;un endroit loue;25336;V
25352;question;Que veut dire 'ancien visiteur' dans le texte ?;une personne venue avant eux, il y a longtemps;un membre de leur famille;un animal de la forêt;un habitant du village;25336;V
25353;question;Pourquoi Freya décore-t-elle la cabane ?;pour se l'approprier et la rendre agréable;parce qu'un adulte le lui demande;pour la vendre ensuite;par obligation de l'école;25336;I
25354;question;Qu'est-ce qui montre que la cabane compte beaucoup pour les enfants ?;ils y reviennent chaque jour après l'école;ils l'oublient rapidement;ils n'y retournent jamais;ils la détruisent à la fin;25336;I
25355;question;Pourquoi Freya espère-t-elle que personne d'autre ne découvrira la cabane ?;elle veut garder cet endroit spécial rien que pour son groupe;elle a honte de la cabane;elle pense que la cabane est dangereuse;elle veut la démolir bientôt;25336;I
25356;question;Que peut-on déduire de l'imagination des enfants dans cette histoire ?;ils savent transformer un lieu simple en un univers à eux;ils manquent totalement d'imagination;ils préfèrent les jeux électroniques;ils s'ennuient dans la cabane;25336;I
25357;passage;Antoine promène son chien Rex dans le grand parc près de chez lui, comme chaque soir. C'est un rituel qu'il adore. Soudain, Rex aperçoit un chat noir et se met à courir à toute vitesse. Antoine n'a pas le temps de réagir. Il court derrière lui en criant son nom, mais Rex disparaît entre les buissons touffus. Antoine sent son coeur s'emballer. Pris de panique, il cherche partout et appelle son chien de plus en plus fort. Personne autour ne semble l'avoir vu. Une dame promenant elle aussi son chien finit par retrouver Rex près d'une fontaine. Il tremblait un peu, apeuré. Elle le ramène doucement à Antoine, qui n'en croit pas ses yeux de soulagement. Il remercie la dame chaleureusement. Antoine serre très fort son chien dans ses bras. Il promet à Rex de faire plus attention la prochaine fois. Depuis ce jour, il attache toujours la laisse plus solidement. Cette frayeur lui a appris une leçon importante.;;;;;;
25358;question;Comment s'appelle le chien d'Antoine ?;Rex;Milo;Max;Fido;25357;L
25359;question;Où Antoine promène-t-il son chien ?;dans un grand parc;à la plage;en forêt;dans la rue;25357;L
25360;question;Comment Antoine considère-t-il cette promenade quotidienne ?;c'est un rituel qu'il adore;c'est une corvée;il l'oublie souvent;c'est nouveau pour lui;25357;L
25361;question;Qu'aperçoit Rex soudainement ?;un chat noir;un os;un autre chien;un oiseau;25357;L
25362;question;Que ressent Antoine en voyant Rex disparaître ?;son coeur s'emballe;il reste très calme;il en rit;il n'y prête pas attention;25357;L
25363;question;Où Rex disparaît-il ?;entre des buissons touffus;sous une voiture;dans une maison;dans l'eau;25357;L
25364;question;Comment se sent Antoine pendant la recherche ?;pris de panique;très calme;indifférent;amusé;25357;L
25365;question;Qui retrouve Rex ?;une dame promenant son chien;un policier;un autre enfant;personne;25357;L
25366;question;Comment est Rex quand on le retrouve ?;un peu tremblant et apeuré;totalement calme;en colère;endormi;25357;L
25367;question;Que fait Antoine en retrouvant Rex ?;il n'en croit pas ses yeux de soulagement;il est indifférent;il gronde son chien;il repart sans le prendre;25357;L
25368;question;Comment Antoine remercie-t-il la dame ?;chaleureusement;froidement;il oublie de la remercier;il lui donne de l'argent;25357;L
25369;question;Que promet Antoine à Rex ?;de faire plus attention la prochaine fois;de ne plus jamais le promener;de le vendre;rien de particulier;25357;L
25370;question;Que veut dire 'panique' dans le texte ?;une peur soudaine et intense;une grande joie;une envie de dormir;un ennui profond;25357;V
25371;question;Que veut dire 'soulage' dans le texte ?;libère d'une inquiétude;encore plus inquiet;fâche;fatigué;25357;V
25372;question;Que veut dire 'apeuré' dans le texte ?;qui a eu peur;qui est très calme;qui est en colère;qui dort;25357;V
25373;question;Que veut dire 'un rituel' dans le texte ?;une habitude que l'on répète régulièrement;un événement rare et exceptionnel;une obligation détestée;un jeu invente sur le moment;25357;V
25374;question;Pourquoi Antoine attache-t-il désormais la laisse plus solidement ?;pour éviter que Rex ne s'échappe à nouveau;parce que Rex est devenu plus fort;parce que la dame le lui a demandé;parce que la laisse était cassée avant;25357;I
25375;question;Qu'est-ce qui montre qu'Antoine tient beaucoup à son chien ?;sa panique quand il le perd et son soulagement quand il le retrouve;il ne cherche pas longtemps Rex;il est indifférent à sa disparition;il en profite pour rentrer plus tôt;25357;I
25376;question;Quelle leçon Antoine tire-t-il de cette expérience ?;il faut rester vigilant même pendant une activité habituelle;il ne faut jamais promener son chien;il faut toujours courir plus vite que son chien;les chats sont dangereux;25357;I
25377;question;Que peut-on déduire du lien entre Antoine et Rex ?;c'est un lien fort, presque comme avec un ami;Antoine n'aime pas vraiment son chien;Rex n'est pas attache à Antoine;leur relation est distante;25357;I
25378;passage;Zoé fait sa rentrée des classes ce matin, un peu nerveuse mais surtout impatiente. Elle a mal dormi tant elle était excitée. Elle porte fièrement son nouveau cartable violet, achète spécialement pour l'occasion. Elle l'a choisi elle-même au magasin. Dans la cour, Zoé retrouve avec joie ses copains qu'elle n'avait pas vus depuis l'été. Ils ont tous beaucoup à se raconter. Sa nouvelle maîtresse, madame Dubois, accueille chaleureusement chaque élève à l'entrée de la classe. Elle sourit à tout le monde. Zoé découvre sa nouvelle salle, décorée de dessins colorés accroches aux murs. L'ambiance lui parait très accueillante. Elle range soigneusement ses crayons et ses cahiers dans sa trousse neuve. Chaque objet trouve sa place avec application. A la récréation, Zoé s'amuse à la corde à sauter avec ses amies. Elles rient tellement qu'elles en oublient l'heure. Le soir venu, Zoé raconte sa journée avec enthousiasme à toute sa famille. Elle a déjà hâte d'être au lendemain.;;;;;;
25379;question;Quel jour se passe l'histoire ?;le jour de la rentrée;un jour de vacances;un dimanche;un jour de neige;25378;L
25380;question;Comment Zoé à-t-elle dormi la veille ?;elle a mal dormi tant elle était excitée;elle a très bien dormi;elle n'a pas dormi du tout de peur;elle a dormi normalement;25378;L
25381;question;Que porte Zoé ?;un nouveau cartable violet;un sac à dos rouge;une valise;un panier;25378;L
25382;question;Qui a choisi le cartable ?;Zoé elle-même;sa maîtresse;sa mamie;personne, il lui a été imposé;25378;L
25383;question;Où Zoé retrouve-t-elle ses copains ?;dans la cour;dans le bus;à la cantine;chez elle;25378;L
25384;question;Comment s'appelle la nouvelle maîtresse ?;madame Dubois;madame Petit;madame Roy;madame Simon;25378;L
25385;question;Comment la maîtresse accueille-t-elle les élèves ?;chaleureusement, en souriant;froidement;avec impatience;sans les regarder;25378;L
25386;question;Comment Zoé trouve-t-elle l'ambiance de la nouvelle classe ?;très accueillante;froide et désagréable;ennuyeuse;trop bruyante;25378;L
25387;question;Comment Zoé range-t-elle ses affaires ?;avec application;n'importe comment;elle ne les range pas;en les cachant;25378;L
25388;question;À quoi Zoé joue-t-elle à la récréation ?;à la corde à sauter;au ballon;aux billes;à caché-cache;25378;L
25389;question;Qu'oublient Zoé et ses amies à force de rire ?;l'heure;leurs affaires;leurs noms;la corde à sauter;25378;L
25390;question;Que fait Zoé le soir venu ?;elle raconte sa journée avec enthousiasme;elle se couche sans rien dire;elle pleure;elle fait ses devoirs;25378;L
25391;question;Que veut dire 'chaleureusement' dans le texte ?;avec beaucoup de gentillesse;froidement;rapidement, sans s'arrêter;avec sévérité;25378;V
25392;question;Que veut dire 'enthousiasme' dans le texte ?;une grande joie et énergie positive;une grande fatigue;de la tristesse;de l'indifférence;25378;V
25393;question;Que veut dire 'accueillante' dans le texte ?;qui donne une impression chaleureuse et agréable;qui donne une impression froide;qui fait peur;qui est vidé;25378;V
25394;question;Que veut dire 'avec application' dans le texte ?;avec soin et concentration;n'importe comment;avec paresse;avec colère;25378;V
25395;question;Pourquoi Zoé est-elle à la fois nerveuse et impatiente ?;une rentrée apporte de la nouveauté et un peu d'inconnu;elle déteste l'école;elle a peur de sa maîtresse;elle a perdu ses affaires;25378;I
25396;question;Qu'est-ce qui montre que la journée de Zoé s'est bien passée ?;elle raconte sa journée avec enthousiasme le soir;elle refuse de parler de sa journée;elle pleure en rentrant;elle veut changer d'école;25378;I
25397;question;Pourquoi Zoé a-t-elle hâte d'être au lendemain ?;elle a hâte de retrouver sa nouvelle classe et ses amis;elle veut déjà rentrer chez sa mamie;elle n'aime pas le week-end;elle a oublié quelque chose à l'école;25378;I
25398;question;Que peut-on déduire du caractère de Zoé dans cette histoire ?;elle s'adapte facilement aux nouveautés;elle a beaucoup de mal à s'adapter;elle préfère rester seule;elle n'aime pas l'école;25378;I
25399;passage;Noah présente fièrement son expérience lors de l'exposition de sciences de son école. Il a préparé son stand depuis des semaines. Avec l'aide de son papa, il a fabriqué un petit volcan en carton peint en gris. Le résultat ressemble à une vraie montagne. Devant un public attentif, Noah verse doucement du vinaigre sur du bicarbonate de soude. Tout le monde retient son souffle. Une mousse orange spectaculaire jaillit alors du sommet du volcan. Des cris d'admiration parcourent aussitôt la salle. Les autres élèves applaudissent chaleureusement cette expérience réussie. Certains demandent même à Noah comment il a fait. La maîtresse félicite Noah pour son travail sérieux et sa belle présentation. Elle souligne sa clarté devant le public. En récompense, Noah reçoit un diplôme qu'il accroche fièrement dans sa chambre. Il le regarde chaque soir avant de dormir. Cette expérience lui donne désormais très envie de devenir scientifique plus tard. Il imagine déjà sa prochaine expérience.;;;;;;
25400;question;Que présente Noah lors de l'exposition ?;son expérience;un dessin;un poème;une chanson;25399;L
25401;question;Depuis combien de temps Noah prépare-t-il son stand ?;des semaines;quelques minutes;une seule journée;il ne l'a pas préparé;25399;L
25402;question;Qui a aidé Noah à fabriquer son volcan ?;son papa;sa maman;la maîtresse;personne;25399;L
25403;question;En quoi est fait le volcan ?;en carton peint en gris;en pâte à modeler;en pierre;en papier mâche blanc;25399;L
25404;question;Que verse Noah sur le bicarbonate ?;du vinaigre;de l'eau;du sirop;du savon;25399;L
25405;question;Que fait le public juste avant l'éruption ?;il retient son souffle;il applaudit déjà;il quitte la salle;il rit fort;25399;L
25406;question;Que jaillit du sommet du volcan ?;une mousse orange;de la fumée noire;de l'eau claire;rien du tout;25399;L
25407;question;Que provoque cette mousse chez le public ?;des cris d'admiration;de l'indifférence;de la peur;des rires moqueurs;25399;L
25408;question;Que demandent certains élèves à Noah ?;comment il a fait;de recommencer plus tard;de leur donner le volcan;rien de particulier;25399;L
25409;question;Que souligne la maîtresse dans son travail ?;sa clarté devant le public;sa rapidité seulement;son costume;sa chance;25399;L
25410;question;Que reçoit Noah en récompense ?;un diplôme;une médaille;un livre;un jouet;25399;L
25411;question;Que fait Noah chaque soir avec son diplôme ?;il le regarde avant de dormir;il le range dans un tiroir ferme;il l'oublie complètement;il le donne à un ami;25399;L
25412;question;Que veut dire 'spectaculaire' dans le texte ?;impressionnant, qui attire le regard;discret et silencieux;dangereux;très lent;25399;V
25413;question;Que veut dire 'jaillit' dans le texte ?;sort brusquement et avec force;coule très doucement;reste immobile;disparaît;25399;V
25414;question;Que veut dire 'retient son souffle' dans le texte ?;attend avec tension et impatience;respire très fort;s'endort;éclate de rire;25399;V
25415;question;Que veut dire 'souligne' dans le texte, à propos de la maîtresse ?;met en avant, insiste sur un point;critique sévèrement;ignore complètement;oublie de mentionner;25399;V
25416;question;Pourquoi la mousse orange provoque-t-elle des cris d'admiration ?;l'effet visuel surprend et impressionne le public;les élèves ont peur d'une explosion;c'est la première expérience de la journée;personne ne s'attendait à une expérience;25399;I
25417;question;Qu'est-ce qui montre que Noah a pris cette expérience très au sérieux ?;il l'a préparée avec soin et en est fier;il l'a faite au dernier moment;il n'a pas voulu la présenter;il l'a copiée sur un ami;25399;I
25418;question;Pourquoi Noah regarde-t-il son diplôme chaque soir ?;il en est très fier et cela l'encourage;il a peur de le perdre;sa maman le lui ordonne;il ne sait pas où le ranger;25399;I
