id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
27258;question;Que fait Chiara juste avant de s'endormir ce soir-là précisément ?;elle relit les petits mots d'anniversaire reçus;elle range immédiatement tous ses jouets;elle appelle une amie au téléphone;elle regarde la télévision jusque tard;27252;L
27259;question;Que veut dire 'banderole' dans le contexte de la décoration du salon ce jour-là ?;une longue bande de tissu ou de papier portant un message;un simple ballon de fête gonfle;une guirlande lumineuse décorative;une nappe posée sur la table;27252;V
27260;question;Que veut dire 'énigmes' à propos du jeu de piste organisé par le papa de Chiara ?;dès questions ou devinettes précises à résoudre;des cadeaux simplement dissimules dans la maison;des chansons à chanter collectivement;des photos anciennes à retrouver;27252;V
27261;question;Que veut dire 'inattendus' à propos des endroits ou sont cachés certains indices du jeu ?;surprenants, que l'on n'imaginait absolument pas;particulièrement faciles à deviner immédiatement;toujours identiques d'une année sur l'autre;formellement interdits d'accès aux enfants;27252;V
27262;question;Que veut dire 'généreuses' à propos des parts de gâteau distribuées à tous les invites ?;particulièrement grandes et abondantes;toutes petites et particulièrement fines;inégales entre les différents invités présents;servies complètement froides ce jour-là;27252;V
27263;question;Que veut dire 'chaleureusement' à propos de la manière dont Chiara remercie ses invites présents ?;avec beaucoup de sincérité et une affection visible;froidement et sans aucun entrain particulier;avec une indifférence manifeste et visible;avec une pointe évidente de moquerie;27252;V
27264;question;Que veut dire 'précieusement' à propos des petits mots gardés soigneusement par Chiara ?;avec beaucoup de soin, car cela compte véritablement pour elle;sans aucune attention particulière portée au geste;en les jetant rapidement sans y penser;en les cachant volontairement de tous les regards;27252;V
27265;question;Pourquoi Chiara ferme-t-elle précisément les yeux avant de souffler ses dix bougies d'anniversaire ?;elle se concentre pleinement pour formuler un voeu secret personnel;elle a en réalité peur du feu produit par les bougies;sa maman le lui demande explicitement de faire ainsi;elle se sent particulièrement fatiguée après cette longue journée;27252;I
27266;question;Pourquoi le papa de Chiara organise-t-il spécifiquement un jeu de piste pour cet anniversaire précis ?;il souhaite rendre la fête plus amusante et originale pour l'ensemble des enfants présents;il n'a en réalité pas eu le temps de préparer autre chose de différent;les enfants le lui ont explicitement imposé au dernier moment;c'est une tradition rigoureusement obligatoire chaque année sans exception;27252;I
27267;question;Qu'est-ce qui montre que Chiara attendait cette journée particulière avec une réelle impatience ?;elle attend cette journée précise depuis déjà plusieurs semaines complètes;elle avait en réalité totalement oublie la date de son propre anniversaire;elle préférerait clairement fêter son anniversaire un autre jour de l'année;elle s'ennuie visiblement pendant l'intégralité de cette fête organisée;27252;I
27268;question;Pourquoi Chiara garde-t-elle si précieusement les petits mots d'anniversaire reçus par ses proches ?;ils représentent des marques sincères d'affection venant de ses proches et amis;elle doit impérativement les rendre à ses amis plus tard dans l'année;sa maman le lui impose sans lui donner davantage d'explications;elle souhaite en réalité les jeter rapidement après les avoir lus;27252;I
27269;question;Que peut-on déduire de l'ambiance générale ayant règne durant cet anniversaire particulier de Chiara ?;c'est une fête joyeuse et particulièrement chaleureuse partagée entre proches;c'est une fête triste et globalement décevante pour la jeune Chiara;les invites présents s'ennuient visiblement durant toute la journée;Chiara préférerait clairement être restée seule ce jour-là précis;27252;I
27270;question;Que peut-on déduire de l'implication de toute la famille dans la préparation minutieuse de cette fête ?;chacun contribue avec une réelle attention à rendre cette journée particulièrement réussie;seule Chiara s'occupe finalement de l'ensemble des préparatifs;les parents ne participent en réalité pas du tout à cette organisation;cette fête a été organisée sans la moindre préparation préalable;27252;I
27271;question;Pourquoi Chiara décide-t-elle de conserver les petits mots reçus dans une boite à souvenirs spécifique ?;elle souhaite pouvoir se remémorer durablement les marques d'affection reçues ce jour-là;sa maman lui impose explicitement cette organisation particulière;elle n'a en réalité nulle part ailleurs pour ranger ces papiers;elle doit impérativement les montrer à sa maîtresse le lundi suivant;27252;I
27272;question;Que peut-on déduire globalement de la place occupée par les relations amicales et familiales dans la vie de Chiara ?;elles occupent une place particulièrement précieuse et centrale dans son bonheur personnel;elles n'ont finalement qu'une importance très secondaire pour elle;elle préférerait clairement passer davantage de temps seule;ces relations ne comptent en réalité pas véritablement pour elle;27252;I
27273;passage;Liam se rend chaque mercredi après-midi à la bibliothèque municipale de son quartier, un rendez-vous hebdomadaire qu'il apprécie tout particulièrement depuis qu'il a appris à lire couramment durant l'année précédente. En poussant la grande porte vitrée du bâtiment, Liam est immédiatement accueilli par le silence particulièrement apaisant qui règne en permanence dans ce lieu, seulement trouble par le doux bruissement des pages tournées. Il se dirige systématiquement vers le rayon des romans d'aventure, sa section préférée entre toutes, où il passe généralement de longues minutes à comparer attentivement les couvertures avant de faire son choix final. Aujourd'hui précisément, Liam découvre un tout nouveau livre racontant l'histoire d'un jeune explorateur perdu dans une forêt tropicale particulièrement mystérieuse. La couverture magnifiquement illustrée attire immédiatement toute son attention. Installé confortablement dans un vieux fauteuil près d'une grande fenêtre lumineuse, Liam commence sa lecture, totalement absorbe dès les toutes premières pages par les aventures palpitantes du personnage principal de l'histoire. La bibliothécaire, qui connaît très bien Liam depuis déjà plusieurs années consécutives, vient discrètement lui recommander un autre titre qu'elle pense particulièrement susceptible de lui plaire, base sur ses lectures précédentes. Liam accepte volontiers ce conseil avise et ajoute immédiatement le livre suggère à la pile qu'il compte emprunter aujourd'hui même. Il apprécie beaucoup l'idée de découvrir des histoires suggérées par quelqu'un d'autre que lui. Curieux de nature, Liam demande également à la bibliothécaire quelques précisions sur l'auteur de ce nouveau livre, découvrant ainsi qu'il a déjà écrit plusieurs autres romans d'aventures situes dans des contrées lointaines. Avant de repartir définitivement, Liam s'installe au comptoir de prêt pour enregistrer soigneusement ses trois livres empruntés ce jour-là, déjà impatient de rentrer chez lui pour continuer sa lecture jusque tard dans la soirée. Sur le chemin du retour, Liam repense avec plaisir à cette nouvelle sélection de livres, se promettant de revenir des la semaine suivante pour partager ses impressions de lecture avec la bibliothécaire si attentionnée.;;;;;;
27274;question;À quel moment précis Liam se rend-il régulièrement à la bibliothèque de son quartier ?;chaque mercredi après-midi;chaque samedi matin uniquement;pendant les vacances scolaires exclusivement;une seule fois par année entière;27273;L
27275;question;Vers quel rayon précis Liam se dirige-t-il systématiquement en arrivant à la bibliothèque ?;le rayon des romans d'aventure;le rayon des bandes dessinées;le rayon des livres de cuisine;le rayon des magazines actuels;27273;L
27276;question;Que raconte précisément le nouveau livre découvert par Liam ce jour-là ?;l'histoire d'un jeune explorateur perdu dans une forêt tropicale;l'histoire d'un simple animal domestique;l'histoire d'un voyage lointain dans l'espace;l'histoire d'une compétition sportive nationale;27273;L
27277;question;Que fait précisément la bibliothécaire en apercevant Liam ce mercredi-là ?;elle lui recommande discrètement un autre livre;elle lui demande poliment de quitter les lieux;elle l'ignore totalement sans lui adresser la parole;elle lui confisque immédiatement son livre choisi;27273;L
27278;question;Combien de livres Liam emprunte-t-il finalement à la fin de cette visite ?;trois;un seul livre uniquement;cinq livres au total;aucun livre ce jour-là précis;27273;L
27279;question;Que demande spécifiquement Liam à la bibliothécaire concernant le nouveau livre découvert ?;des précisions sur l'auteur de ce livre;le prix exact de cet ouvrage;l'année précise de sa première parution;le nombre total de pages du livre;27273;L
27280;question;Que veut dire 'bruissement' à propos des pages tournées dans le silence de la bibliothèque ?;un léger bruit doux et particulièrement continu;un bruit très fort et absolument soudain;un silence total et parfaitement absolu;un grincement métallique particulièrement désagréable;27273;V
27281;question;Que veut dire 'absorbe' à propos de Liam plonge dans sa nouvelle lecture ?;totalement concentre et profondément captive;distrait et visiblement inattentif;fatigué et manifestement somnolent;ennuyé par le contenu du livre;27273;V
27282;question;Que veut dire 'susceptible de lui plaire' à propos du livre recommande par la bibliothécaire attentive ?;qui présente de fortes chances de lui plaire réellement;qui ne lui plaira sûrement absolument pas;qui est en réalité déjà lu par Liam;qui est strictement réserve aux lecteurs adultes;27273;V
27283;question;Que veut dire 'volontiers' à propos de la manière dont Liam accepte le conseil de la bibliothécaire ?;avec un véritable plaisir et sans la moindre hésitation;avec une réticence particulièrement marquée;en se plaignant ouvertement de la proposition;par pure obligation et sans conviction;27273;V
27284;question;Que veut dire 'contrées lointaines' à propos des romans précédents écrits par cet auteur découvert ?;des régions géographiques particulièrement éloignées;des quartiers proches de chez Liam;des lieux totalement imaginaires et fictifs;des périodes historiques très anciennes;27273;V
27285;question;Que veut dire 'couramment' à propos de la manière dont Liam sait désormais lire ?;avec une aisance et une fluidité réelles;très lentement et particulièrement difficilement;uniquement les mots les plus simples;seulement lorsqu'il lit à voix haute;27273;V
27286;question;Pourquoi Liam passe-t-il généralement de longues minutes à comparer les couvertures des livres disponibles ?;il souhaite choisir avec un soin particulier l'histoire qui lui plaira le plus;il ne sait pas encore véritablement lire les titres proposés;la bibliothécaire le lui impose explicitement à chaque visite;il cherche uniquement à perdre du temps volontairement;27273;I
27287;question;Pourquoi la bibliothécaire recommande-t-elle systématiquement un livre précis à Liam et pas à un autre enfant ?;elle connaît particulièrement bien ses goûts grâce à ses nombreuses visites régulières;elle recommande en réalité les mêmes livres à tous les enfants sans distinction;elle cherche uniquement à se débarrasser d'un livre peu emprunté habituellement;Liam le lui a explicitement demandé dès son arrivée ce jour-là;27273;I
27288;question;Qu'est-ce qui montre que Liam apprécie sincèrement la lecture et non pas seulement l'obligation scolaire imposée ?;il se montre impatient de continuer sa lecture jusque tard le soir une fois rentre chez lui;il n'emprunte des livres qu'exclusivement pour réaliser ses devoirs scolaires;il n'ouvre en réalité jamais les livres qu'il emprunte pourtant régulièrement;il préférerait clairement faire tout autre chose de son mercredi après-midi;27273;I
27289;question;Pourquoi Liam accepte-t-il volontiers la suggestion de la bibliothécaire plutôt que de choisir uniquement seul ?;il apprécie sincèrement découvrir de nouvelles histoires suggérées par une autre personne;il n'a en réalité plus le temps de chercher lui-même un livre;il fait systématiquement tout ce qu'on lui demande sans jamais réfléchir;il n'apprécie pas particulièrement le rayon des aventures ce jour-là;27273;I
27290;question;Pourquoi Liam demande-t-il des précisions supplémentaires sur l'auteur du nouveau livre découvert ?;sa curiosité naturelle le pousse à approfondir sa compréhension de cette nouvelle découverte;la bibliothécaire l'oblige explicitement à poser cette question précise;il doit impérativement rédiger un expose scolaire sur cet auteur;il n'a en réalité rien d'autre à dire à la bibliothécaire ce jour-là;27273;I
27291;question;Que peut-on déduire de la relation particulière entre Liam et la bibliothécaire au fil du temps ?;une relation de confiance sincère construite progressivement au fil de visites régulières;ils se rencontrent en réalité pour la toute première fois ce jour-là;Liam évite habituellement de lui adresser la parole;la bibliothécaire ne se souvient absolument jamais de lui;27273;I
27292;question;Pourquoi Liam se promet-il de revenir des la semaine suivante pour partager ses impressions de lecture ?;il souhaite entretenir cette relation d'échange privilégiée avec la bibliothécaire attentionnée;c'est une obligation stricte imposée par le règlement de la bibliothèque;il n'a en réalité personne d'autre à qui parler de ses lectures;sa maman l'oblige explicitement à effectuer cette démarche précise;27273;I
27293;question;Que peut-on déduire de l'importance globale de la bibliothèque dans le quotidien et l'épanouissement de Liam ?;c'est un lieu essentiel qui nourrit durablement sa passion sincère pour la lecture;c'est un endroit qu'il fréquente uniquement par pure obligation scolaire;il préférerait clairement rester chez lui plutôt que de s'y rendre;cette sortie hebdomadaire ne compte en réalité pas véritablement pour lui;27273;I
27294;passage;Amelia passe toute une journée entière à la piscine municipale avec sa maman durant les vacances d'été, comme elle aime particulièrement le faire dès que la chaleur devient trop forte à la maison familiale. Dès l'arrivée sur les lieux, Amelia enfile rapidement son maillot de bain préféré, orné de motifs de poissons colorés, avant de rejoindre le grand bassin où barbotent déjà de nombreux enfants du quartier voisin. Sa maman lui rappelle patiemment les règles de sécurité essentielles, notamment de ne jamais courir sur le bord glissant du bassin et de toujours rester dans la zone surveillée attentivement par le maître-nageur présent. Amelia commence par effectuer quelques longueurs tranquilles dans le petit bassin, avant de rejoindre courageusement le grand bassin où elle pratique fièrement la brasse, technique apprise durant l'année scolaire précédente. Vers onze heures précises, un maître-nageur organise un petit jeu collectif pour l'ensemble des enfants présents, consistant à récupérer le plus grand nombre possible d'anneaux colorés au fond de l'eau claire. Amelia plonge courageusement à plusieurs reprises successives et parvient à rapporter trois anneaux différents, ce qui la place parmi les meilleurs participants de son propre groupe d'âge au sein de la piscine. Après le déjeuner pris tranquillement à l'ombre d'un parasol, Amelia décide d'essayer pour la toute première fois le grand toboggan aquatique installé récemment près du bassin extérieur de la piscine. Elle hésite quelques instants avant de se lancer, impressionnée par la hauteur de la structure, puis se décide finalement à descendre en poussant un cri mêlant excitation intense et légère appréhension passagère. En fin de journée, épuisée mais visiblement radieuse, Amelia raconte à son papa venu la chercher toutes les aventures aquatiques vécues durant cette merveilleuse journée particulièrement ensoleillée et mémorable. Sur le chemin du retour, Amelia demande déjà à ses parents s'ils pourront revenir très bientôt à cette même piscine, espérant sincèrement pouvoir améliorer encore davantage ses compétences en natation.;;;;;;
27295;question;Où précisément Amelia passe-t-elle toute sa journée durant ces vacances d'été ?;à la piscine municipale;directement à la plage;au bord d'un lac naturel;dans un simple jardin public;27294;L
27296;question;Que rappelle patiemment la maman d'Amelia avant le début de la baignade ?;les règles de sécurité essentielles;l'heure précise du déjeuner;le prix exact de l'entrée;les horaires de fermeture de la piscine;27294;L
27297;question;Quelle technique de nage précise Amelia pratique-t-elle fièrement ce jour-là ?;la brasse;le crawl uniquement;la nage sur le dos;elle ne sait pas encore nager;27294;L
27298;question;En quoi consiste précisément le jeu organisé par le maître-nageur vers onze heures ?;récupérer des anneaux colorés au fond de l'eau;réaliser une course de nage rapide;organiser un concours de plongeon;jouer simplement avec un ballon;27294;L
27299;question;Que décide de faire Amelia après avoir déjeuné à l'ombre d'un parasol ?;elle essaie le grand toboggan aquatique;elle rentre directement à la maison;elle fait une longue sieste réparatrice;elle regarde simplement les autres enfants nager;27294;L
27300;question;Que demande Amelia à ses parents sur le chemin du retour à la maison ?;s'ils pourront revenir bientôt à cette piscine;de ne plus jamais y retourner;d'acheter immédiatement un nouveau maillot;de changer définitivement de piscine;27294;L
27301;question;Que veut dire 'barbotent' à propos des enfants s'amusant dans le grand bassin ?;s'amusent en jouant dans une eau peu profonde;nagent avec une très grande rapidité;restent totalement immobiles sans bouger;sortent constamment et rapidement de l'eau;27294;V
27302;question;Que veut dire 'radieuse' à propos d'Amelia en fin de cette longue journée ?;rayonnante d'une joie et d'un bonheur visibles;totalement épuisée et manifestement triste;en colère contre elle-même;malade et particulièrement fiévreuse;27294;V
27303;question;Que veut dire 'courageusement' à propos de la manière dont Amelia plonge pour récupérer les anneaux ?;avec une réelle bravoure malgré une possible appréhension;avec une peur intense qui l'empêche totalement d'agir;sans le moindre effort particulier fourni;en étant simplement poussée par un adulte présent;27294;V
27304;question;Que veut dire 'surveillée' à propos de la zone dans laquelle Amelia doit obligatoirement rester ?;contrôlée et attentivement observée pour des raisons de sécurité;totalement libre et dépourvue de toute règle;strictement interdite d'accès à tous les visiteurs;exclusivement réservée aux adultes présents;27294;V
27305;question;Que veut dire 'récemment' à propos de la date d'installation du toboggan aquatique de la piscine ?;il y a relativement peu de temps;il y a de très nombreuses années déjà;depuis toujours, sans exception aucune;on ne connaît en réalité pas cette date précise;27294;V
27306;question;Que veut dire 'appréhension' à propos du sentiment possible d'Amelia avant de descendre le toboggan ?;une légère crainte ou une inquiétude passagère;une très grande joie sans aucun mélange;une profonde fatigue physique accumulée;une totale indifférence face à la situation;27294;V
27307;question;Pourquoi la maman d'Amelia insiste-t-elle particulièrement sur les règles de sécurité avant la baignade ?;elle souhaite protéger efficacement sa fille des dangers potentiels présents à la piscine;c'est une règle imposée de manière identique par tous les établissements sans exception;Amelia a déjà connu un accident par le passe à ce sujet précis;le maître-nageur l'exige personnellement auprès de chaque parent présent;27294;I
27308;question;Pourquoi Amelia hésite-t-elle quelques instants avant de se lancer sur le nouveau toboggan aquatique ?;c'est la toute première fois qu'elle essaie cette attraction totalement nouvelle pour elle;elle a en réalité peur de l'eau de manière générale;sa maman le lui interdit formellement dans un premier temps;le toboggan connaît à ce moment une panne technique;27294;I
27309;question;Qu'est-ce qui montre concrètement qu'Amelia progresse sérieusement dans sa pratique de la natation ?;elle pratique désormais fièrement la brasse apprise durant l'année scolaire précédente;elle refuse catégoriquement d'entrer dans le grand bassin de la piscine;elle a systématiquement besoin d'une bouée pour flotter dans l'eau;elle reste exclusivement dans le petit bassin réserve aux débutants;27294;I
27310;question;Pourquoi Amelia se retrouve-t-elle finalement parmi les meilleurs participants du jeu aux anneaux colorés ?;elle plonge courageusement à plusieurs reprises et parvient à rapporter trois anneaux distincts;elle triche discrètement pendant le déroulement du jeu propose;les autres enfants présents abandonnent très rapidement la partie;le maître-nageur présent la favorise ouvertement par rapport aux autres;27294;I
27311;question;Que peut-on déduire du plaisir général ressenti par Amelia tout au long de cette journée à la piscine ?;elle vit une journée particulièrement riche en découvertes et en réussites personnelles;elle s'ennuie manifestement du tout début jusqu'à la toute fin de la journée;elle préférerait clairement rester à la maison la prochaine fois;elle a globalement peur de l'eau durant l'intégralité de cette journée;27294;I
27312;question;Que peut-on déduire de la relation entre Amelia et sa maman tout au long de cette sortie à la piscine ?;sa maman l'accompagne avec attention tout en lui laissant gagner en autonomie personnelle;sa maman reste totalement indifférente aux activités menées par sa fille;sa maman empêche systématiquement Amelia de profiter pleinement de la piscine;Amelia préférerait clairement être accompagnée par quelqu'un d'autre;27294;I
27313;question;Pourquoi Amelia demande-t-elle déjà à revenir bientôt à cette même piscine sur le chemin du retour ?;elle souhaite sincèrement continuer à progresser dans sa pratique de la natation;elle a simplement oublié un objet personnel à la piscine ce jour-là;ses parents l'obligent explicitement à formuler cette demande précise;elle n'a en réalité rien d'autre à proposer pour les jours suivants;27294;I
27314;question;Que peut-on déduire globalement de l'évolution de la confiance d'Amelia en elle-même durant cette journée entière ?;elle gagne progressivement en assurance grâce aux nombreuses réussites accumulées ce jour-là;elle perd au contraire toute confiance face aux différentes difficultés rencontrées;cette journée n'a finalement aucun effet notable sur sa confiance personnelle;elle regrette globalement d'avoir tenté de nouvelles activités ce jour-là;27294;I
27315;passage;Mateo reçoit enfin le vélo qu'il attendait avec impatience depuis des mois pour son anniversaire, un magnifique modèle bleu équipe de plusieurs vitesses qu'il pourra désormais utiliser pour explorer son quartier avec ses amis. Dès le lendemain matin, son papa l'accompagne pour une première sortie dans le parc voisin, ou de larges allées goudronnées permettent de rouler en toute sécurité, loin de la circulation automobile habituelle. Mateo doit tout d'abord se familiariser avec le changement de vitesses, un mécanisme totalement nouveau pour lui compare à son ancien vélo bien plus simple qu'il utilisait depuis déjà plusieurs années consécutives. Après quelques hésitations compréhensibles et deux petites chutes sans aucune gravite, Mateo parvient finalement à maîtriser correctement le passage des vitesses en montant une légère côte située au bout du parc. Son papa lui explique également avec patience comment utiliser correctement les freins avant et arrière, en insistant particulièrement sur l'importance de freiner progressivement pour éviter tout déséquilibre potentiellement dangereux. Le week-end suivant, Mateo organise avec enthousiasme une sortie à vélo avec trois de ses amis proches du quartier, tous équipes de leurs propres bicyclettes pour explorer ensemble les petits chemins environnants. Le groupe entier s'arrête à mi-parcours près d'une fontaine publique pour se rafraîchir un peu et partager quelques biscuits emportes soigneusement dans les sacoches attachées à chacun des vélos du groupe. Mateo se sent particulièrement fier de son nouveau vélo devant ses amis, remarquant avec plaisir que sa maîtrise des vitesses s'est nettement améliorée depuis sa toute première sortie effectuée avec son papa. En rentrant chez lui ce jour-là, Mateo range soigneusement son vélo dans le garage familial, déjà impatient de planifier une nouvelle sortie avec ses amis pour le week-end suivant qui approche rapidement. Le soir venu, Mateo raconte à sa maman chaque étape de cette belle journée passée entre amis, espérant déjà pouvoir explorer des chemins plus longs et plus varies lors de leurs prochaines sorties à vélo.;;;;;;
27316;question;Que reçoit précisément Mateo pour l'occasion de son anniversaire ?;un vélo bleu équipe de vitesses;un vélo rouge sans aucune vitesse;une simple trottinette électrique;une paire de rollers neufs;27315;L
27317;question;Où se déroule précisément la toute première sortie à vélo effectuée par Mateo ?;dans le parc voisin de chez lui;directement dans la rue devant sa maison;à la campagne, loin de chez lui;au bord de la mer, en vacances;27315;L
27318;question;Que doit impérativement apprendre Mateo en tout premier lieu sur son nouveau vélo ?;le changement de vitesses;la réparation d'une crevaison;la réalisation d'acrobaties diverses;la conduite à très grande vitesse;27315;L
27319;question;Que lui explique également avec patience son papa concernant l'usage du vélo ?;comment utiliser correctement les freins;comment réparer efficacement une roue;comment nettoyer soigneusement le vélo;comment changer entièrement une chaîne;27315;L
27320;question;Avec qui précisément Mateo sort-il à vélo le week-end suivant sa première sortie ?;trois de ses amis du quartier;l'ensemble de sa famille proche;toute sa classe d'école;il décide de sortir entièrement seul;27315;L
27321;question;Où précisément le groupe d'amis s'arrête-t-il à mi-parcours de leur balade ?;près d'une fontaine publique;directement chez un ami du groupe;à proximité de leur école habituelle;dans un magasin de vélos du quartier;27315;L
27322;question;Que veut dire 'goudronnées' à propos des allées empruntées dans le parc voisin ?;recouvertes d'un revêtement lisse permettant de circuler;recouvertes uniquement de terre et de boue;recouvertes entièrement de sable fin;recouvertes simplement d'herbe verte;27315;V
27323;question;Que veut dire 'se familiariser' à propos de Mateo apprenant à utiliser le changement de vitesses ?;s'habituer progressivement à un élément totalement nouveau pour lui;refuser catégoriquement d'apprendre quoi que ce soit;oublier très rapidement une information récemment donnée;éviter complètement une situation nouvelle rencontrée;27315;V
27324;question;Que veut dire 'progressivement' à propos de la manière de freiner recommandée par le papa de Mateo ?;petit à petit, sans brusquerie particulière;de façon brutale et particulièrement soudaine;en s'arrêtant instantanément sans transition;en accélérant encore davantage la vitesse;27315;V
27325;question;Que veut dire 'déséquilibre' à propos du danger évoque par le papa de Mateo concernant le freinage ?;une perte de stabilité pouvant provoquer une chute;un excès de vitesse uniquement rencontre;une simple panne mécanique du vélo;un bruit inhabituel provenant du vélo;27315;V
27326;question;Que veut dire 'sacoches' à propos des accessoires attachés aux vélos du groupe d'amis ?;de petits sacs attachés au vélo pour transporter des affaires;des freins supplémentaires installés sur le vélo;des lumières destinées à un usage nocturne;des pneus de rechange transportés par précaution;27315;V
27327;question;Que veut dire 'environnants' à propos des chemins explorés ensemble par le groupe d'amis de Mateo ?;qui se trouvent aux alentours immédiats du quartier;qui se situent très loin du quartier habituel;qui sont formellement interdits d'accès au public;qui n'existent en réalité plus aujourd'hui;27315;V
27328;question;Pourquoi le papa de Mateo choisit-il précisément le parc pour la toute première sortie à vélo de son fils ?;les larges allées permettent de rouler en toute sécurité, loin de la circulation automobile;c'est en réalité le seul endroit ouvert au public ce jour-là précis;Mateo le lui a explicitement demandé pour une raison précise;il n'existe simplement aucun autre parc disponible dans le quartier;27315;I
27329;question;Pourquoi Mateo persiste-t-il à apprendre le changement de vitesses malgré ses deux petites chutes initiales ?;il se montre véritablement motive à l'idée de maîtriser pleinement son nouveau vélo;son papa le force explicitement à continuer malgré les difficultés rencontrées;il n'a en réalité pas d'autre choix pour rentrer chez lui ce jour-là;ses amis se moqueraient ouvertement de lui dans le cas contraire;27315;I
27330;question;Qu'est-ce qui montre concrètement que Mateo est particulièrement fier de son nouveau vélo lors de la sortie entre amis ?;il se sent très fier en roulant aux côtés de ses amis proches durant cette sortie;il préfère en réalité cacher discrètement son vélo à ses propres amis;il regrette visiblement d'avoir reçu ce vélo en cadeau d'anniversaire;il emprunte finalement le vélo d'un ami plutôt que d'utiliser le sien;27315;I
27331;question;Pourquoi le groupe d'amis emporte-t-il précisément des biscuits dans les sacoches attachées à leurs vélos ?;ils prévoient sagement de faire une pause et de se restaurer pendant leur sortie;ils doivent impérativement les livrer à une personne précise;c'est une règle strictement imposée par l'ensemble des parents concernes;ils n'ont en réalité pas eu le temps de déjeuner avant de partir;27315;I
27332;question;Que peut-on déduire de la progression évidente de Mateo entre sa première sortie et celle effectuée avec ses amis ?;il gagne rapidement en confiance et en maîtrise technique de son nouveau vélo;il ne progresse en réalité pas du tout entre ces deux sorties distinctes;il regrette finalement d'avoir choisi ce vélo particulier comme cadeau;il abandonne complètement la pratique du vélo après sa toute première sortie;27315;I
27333;question;Que peut-on déduire du rôle joue par le papa de Mateo dans cet apprentissage progressif du vélo ?;il transmet patiemment des conseils de sécurité essentiels à son fils avec bienveillance;il laisse Mateo apprendre entièrement seul sans lui apporter la moindre aide;il décourage plutôt Mateo de continuer à s'entraîner régulièrement;il critique systématiquement les erreurs commises par Mateo sans jamais les expliquer;27315;I
27334;question;Pourquoi Mateo raconte-t-il en détail chaque étape de cette journée à sa maman une fois rentre chez lui ?;il souhaite sincèrement partager avec elle sa joie et sa fierté ressenties ce jour-là;sa maman l'oblige explicitement à lui faire ce récit détaille;il n'a en réalité rien d'autre à faire de sa soirée ce jour-là;il cherche uniquement à obtenir un nouveau cadeau en récompense;27315;I
27335;question;Que peut-on déduire globalement de l'évolution du rapport de Mateo à son propre vélo au fil de cette histoire ?;il développe progressivement un véritable attachement et une réelle maîtrise de cet objet nouveau;il regrette finalement d'avoir reçu ce cadeau d'anniversaire particulier;cette expérience n'a en réalité aucun effet notable sur son quotidien;il préfère désormais nettement son ancien vélo, plus simple d'utilisation;27315;I
27336;passage;Freya découvre avec un véritable émerveillement une vieille cabane abandonnée au fond du grand jardin de ses grands-parents, entièrement cachée derrière un rideau de branches et de feuillages épais depuis de nombreuses années. Curieuse de nature, elle pousse doucement la porte particulièrement grinçante et découvre un intérieur poussiéreux mais visiblement encore solide, avec une petite fenêtre laissant entrer un rayon de lumière dorée. Freya décide alors immédiatement de faire de cet endroit particulier son propre refuge secret, loin du bruit habituel de la maison familiale où se retrouvent chaque été de nombreux cousins particulièrement bruyants. Avec l'accord bienveillant de son papi, elle passe plusieurs jours entiers à nettoyer soigneusement la cabane, balayant la poussière accumulée depuis des années et retirant les toiles d'araignée tissées dans chaque recoin. Son papi l'aide également avec patience à réparer une planche de bois cassée près de l'entrée, lui montrant comment utiliser correctement un marteau et des clous sans jamais risquer de se blesser gravement. Petit à petit, Freya aménage sa cabane avec de vieux coussins récupères directement au grenier familial, une caisse en bois transformée habilement en petite table et une guirlande de lumières alimentée par des piles. Chaque après-midi ensoleillé, Freya s'installe confortablement dans sa cabane pour lire tranquillement ou dessiner, savourant pleinement ce précieux moment de calme bien à elle, loin de l'agitation habituelle de la maison. Elle y invite parfois discrètement sa cousine préférée, avec qui elle partage volontiers ce secret bien garde, renforçant ainsi une complicité particulière entre les deux jeunes filles au fil de cet été mémorable. à la fin des vacances estivales, Freya invite finalement l'ensemble de ses cousins à découvrir sa cabane secrète transformée, particulièrement fière de partager enfin cet endroit qu'elle a rendu chaleureux grâce à tant d'efforts personnels. Avant de repartir chez elle à la fin de l'été, Freya demande à son papi de bien vouloir surveiller sa cabane durant l'hiver, espérant déjà pouvoir la retrouver intacte dès les prochaines vacances estivales.;;;;;;
27337;question;Où précisément Freya découvre-t-elle cette vieille cabane totalement abandonnée ?;au fond du grand jardin de ses grands-parents;directement dans la forêt voisine;au grenier même de la maison familiale;au bord d'une rivière proche;27336;L
27338;question;Que trouve exactement Freya en pénétrant à l'intérieur de cette cabane ?;un intérieur poussiéreux mais encore solide;un intérieur totalement détruit et inutilisable;des meubles entièrement neufs et modernes;d'autres enfants déjà installes à l'intérieur;27336;L
27339;question;Qui aide précisément Freya à nettoyer soigneusement sa nouvelle cabane ?;son papi, avec son accord bienveillant;uniquement ses cousins présents;personne, elle réalise tout entièrement seule;sa mamie exclusivement, sans aide;27336;L
27340;question;Que répare précisément le papi de Freya durant cette période de travaux ?;une planche de bois cassée près de l'entrée;l'intégralité du toit de la cabane;la fenêtre entièrement cassée;la porte particulièrement grinçante;27336;L
